馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
幸運天賜,02/01/23,381,4 60-40,谷夜 A 1650,好地,42,,117,1269,兆,容,5,5 5 3,12,8 1/2,1.41.45,電子傳奇,芙蓉莊,功夫茶,1.40.08,14.0
彩虹之光,02/01/23,381,4 60-40,谷夜 A 1650,好地,56,BT,131,1149,森,韋,1,4 4 4,4,3 3/4,1.40.66,電子傳奇,芙蓉莊,功夫茶,1.40.08,17.0
大師級,02/01/23,381,4 60-40,谷夜 A 1650,好地,55,T1B,130,1151,田,丁,4,1 1 2,9,6 1/2,1.41.10,電子傳奇,芙蓉莊,功夫茶,1.40.08,15.0
龍戰士,02/01/23,381,4 60-40,谷夜 A 1650,好地,52,BT,117,1100,鍾,伍,10,11 11 10,8,5 1/4,1.40.92,電子傳奇,芙蓉莊,功夫茶,1.40.08,22.0
極速俠,02/01/23,380,5 40-0,谷夜 A 1800,好地,39,BT,134,1066,聲,丁,4,4 4 3,7,5 1/2,1.50.75,帝豪大師,飛來勁,勝出魅力,1.49.86,28.0
赤子雄心,02/01/23,380,5 40-0,谷夜 A 1800,好地,32,VT,117,1006,鍾,柏,1,1 1 2,10,6 3/4,1.50.95,帝豪大師,飛來勁,勝出魅力,1.49.86,3.0
恆駿之寶,02/01/23,380,5 40-0,谷夜 A 1800,好地,27,BT,120,1059,周,賢,11,2 2 1,11,8 3/4,1.51.27,帝豪大師,飛來勁,勝出魅力,1.49.86,29.0
仲得威,02/01/23,380,5 40-0,谷夜 A 1800,好地,25,,120,1061,潘,容,5,3 3 4,6,4 1/4,1.50.54,帝豪大師,飛來勁,勝出魅力,1.49.86,4.0
帥男,02/01/23,380,5 40-0,谷夜 A 1800,好地,21,SW-T,114,1190,顯,鄭,7,6 6 7,4,2 1/4,1.50.22,帝豪大師,飛來勁,勝出魅力,1.49.86,46.0
生生福運,02/01/23,380,5 40-0,谷夜 A 1800,好地,26,,121,1043,田,徐,3,7 7 8,9,6 1/2,1.50.91,帝豪大師,飛來勁,勝出魅力,1.49.86,11.0
專一,02/01/23,380,5 40-0,谷夜 A 1800,好地,38,B,133,1094,澤,葉,10,11 11 10,5,4 1/4,1.50.53,帝豪大師,飛來勁,勝出魅力,1.49.86,14.0
成功星駒,02/01/23,380,5 40-0,谷夜 A 1800,好地,27,B,122,989,波,高,6,9 10 12,12,25 1/2,1.53.93,帝豪大師,飛來勁,勝出魅力,1.49.86,19.0
靈鋒,02/01/23,380,5 40-0,谷夜 A 1800,好地,23,BHX,118,1076,馬,苗,9,12 12 11,8,6 1/4,1.50.85,帝豪大師,飛來勁,勝出魅力,1.49.86,19.0
怪獸豪俠,02/01/23,379,5 40-0,谷夜 A 1200,好地,30,PHT,125,1073,度,何,11,- 11 10,8,4 1/2,1.10.66,同盟力量,精算赤焰,歐洲導彈,1.09.94,35.0
競駿天下,02/01/23,379,5 40-0,谷夜 A 1200,好地,39,PH,129,1210,熙,希,10,- 2 2,9,6,1.10.89,同盟力量,精算赤焰,歐洲導彈,1.09.94,35.0
驛驛其達,02/01/23,379,5 40-0,谷夜 A 1200,好地,22,VX,115,1122,明,伍,2,- 1 1,6,3,1.10.43,同盟力量,精算赤焰,歐洲導彈,1.09.94,12.0
旅遊達人,02/01/23,379,5 40-0,谷夜 A 1200,好地,20,B,115,1028,田,徐,1,- 6 4,7,3 1/2,1.10.50,同盟力量,精算赤焰,歐洲導彈,1.09.94,5.7
合金皇,02/01/23,379,5 40-0,谷夜 A 1200,好地,30,V,125,1129,班,丁,5,- 4 5,4,2,1.10.24,同盟力量,精算赤焰,歐洲導彈,1.09.94,7.4
富存英雄,02/01/23,379,5 40-0,谷夜 A 1200,好地,32,BT,124,1196,楠,高,12,- 9 9,10,6 1/4,1.10.96,同盟力量,精算赤焰,歐洲導彈,1.09.94,53.0
仍然贏,02/01/23,379,5 40-0,谷夜 A 1200,好地,30,B-T,125,1138,森,賢,4,- 8 0,90,拉停,無紀錄,同盟力量,精算赤焰,歐洲導彈,1.09.94,6.9
鴻圖巨星,02/01/23,379,5 40-0,谷夜 A 1200,好地,28,B,123,1086,年,葉,3,- 5 6,5,2 1/2,1.10.33,同盟力量,精算赤焰,歐洲導彈,1.09.94,6.1
精彩動力,01/29/23,378,3 80-60,田日 A 1400,好地,76,T1,132,1075,澤,柏,13,13 13 13,10,4 1/4,1.22.74,極速飛彈,特別美麗,拍馬難追,1.22.06,24.0
妙玲瓏,01/29/23,378,3 80-60,田日 A 1400,好地,64,,118,1153,明,沈,11,11 10 10,11,6 1/2,1.23.09,極速飛彈,特別美麗,拍馬難追,1.22.06,99.0
日日美麗,01/29/23,378,3 80-60,田日 A 1400,好地,74,,130,1085,麥,蔡,12,12 12 12,5,3/4,1.22.19,極速飛彈,特別美麗,拍馬難追,1.22.06,9.7
架勢奇爸,01/29/23,378,3 80-60,田日 A 1400,好地,66,T,120,1153,周,容,6,10 11 11,9,4,1.22.70,極速飛彈,特別美麗,拍馬難追,1.22.06,31.0
宜春火力,01/29/23,378,3 80-60,田日 A 1400,好地,66,HNX,122,1091,森,韋,4,9 8 7,7,2,1.22.38,極速飛彈,特別美麗,拍馬難追,1.22.06,5.2
縱橫天下,01/29/23,378,3 80-60,田日 A 1400,好地,78,H,134,1058,潘,何,3,6 6 6,6,3/4,1.22.20,極速飛彈,特別美麗,拍馬難追,1.22.06,3.3
??好,01/29/23,378,3 80-60,田日 A 1400,好地,71,SW,127,1234,田,羅,5,7 7 8,13,17 1/4,1.24.82,極速飛彈,特別美麗,拍馬難追,1.22.06,13.0
合夥雄心,01/29/23,378,3 80-60,田日 A 1400,好地,69,SWT,115,1126,鍾,東,10,2 1 2,12,7 3/4,1.23.31,極速飛彈,特別美麗,拍馬難追,1.22.06,10.0
翡翠鳳凰,01/29/23,378,3 80-60,田日 A 1400,好地,64,SWT,120,1173,梁,羅,8,1 2 1,8,2 1/4,1.22.43,極速飛彈,特別美麗,拍馬難追,1.22.06,56.0
紅衣震撼,01/29/23,378,3 80-60,田日 A 1400,好地,69,B,125,1062,兆,伍,9,3 3 3,4,3/4,1.22.19,極速飛彈,特別美麗,拍馬難追,1.22.06,11.0
大學生,01/29/23,377,公,田日 A 1600,好地,77,NT,126,1214,波,韋,12,13 14 14,14,12 3/4,1.36.61,遨遊氣泡,自勝者強,包裝必勝,1.34.58,99.0
美麗宇宙,01/29/23,377,公,田日 A 1600,好地,88,HT,126,1161,麥,東,1,8 8 9,8,5 1/4,1.35.42,遨遊氣泡,自勝者強,包裝必勝,1.34.58,12.0
旗幟鬥士,01/29/23,377,公,田日 A 1600,好地,84,SW,126,1044,田,希,14,14 12 13,13,8 3/4,1.35.98,遨遊氣泡,自勝者強,包裝必勝,1.34.58,27.0
一代天嬌,01/29/23,377,公,田日 A 1600,好地,80,,122,1169,森,希,11,12 13 12,11,6 1/2,1.35.60,遨遊氣泡,自勝者強,包裝必勝,1.34.58,52.0
知足常樂,01/29/23,377,公,田日 A 1600,好地,84,SW,126,1135,梁,羅,4,6 6 5,6,4 1/2,1.35.31,遨遊氣泡,自勝者強,包裝必勝,1.34.58,23.0
魅力知遇,01/29/23,377,公,田日 A 1600,好地,86,,126,1183,莫,蔡,2,9 9 8,8,5 1/4,1.35.42,遨遊氣泡,自勝者強,包裝必勝,1.34.58,4.6
當年情,01/29/23,377,公,田日 A 1600,好地,80,HT,126,1021,聲,東,10,7 7 7,10,5 1/4,1.35.43,遨遊氣泡,自勝者強,包裝必勝,1.34.58,57.0
爆熱,01/29/23,377,公,田日 A 1600,好地,84,T,126,1110,布,柏,9,11 10 10,12,7 1/4,1.35.75,遨遊氣泡,自勝者強,包裝必勝,1.34.58,16.0
瑪瑙,01/29/23,377,公,田日 A 1600,好地,100,,126,1160,兆,羅,7,2 2 2,7,5 1/4,1.35.42,遨遊氣泡,自勝者強,包裝必勝,1.34.58,4.4
喜旺駒,01/29/23,377,公,田日 A 1600,好地,84,B,126,1196,澤,柏,3,10 11 11,5,4 1/4,1.35.26,遨遊氣泡,自勝者強,包裝必勝,1.34.58,12.0
蟲草成名,01/29/23,377,公,田日 A 1600,好地,111,B-,126,1152,度,高,13,5 5 6,4,3 3/4,1.35.18,遨遊氣泡,自勝者強,包裝必勝,1.34.58,22.0
速奇制勝,01/29/23,376,4 60-40,田日 A 1400,好地,52,XT,127,1183,度,黎,7,13 14 14,13,10 1/4,1.24.02,色種笑,天外飛天,喜報,1.22.37,73.0
旅遊高球,01/29/23,376,4 60-40,田日 A 1400,好地,59,NT,129,1044,黃,葉,9,1 2 3,14,14 1/2,1.24.71,色種笑,天外飛天,喜報,1.22.37,99.0
話你知,01/29/23,376,4 60-40,田日 A 1400,好地,52,T1,127,1166,嘉,柏,1,8 6 7,11,5 3/4,1.23.29,色種笑,天外飛天,喜報,1.22.37,7.8
高韻,01/29/23,376,4 60-40,田日 A 1400,好地,55,BX,130,1066,田,韋,13,3 3 4,12,8,1.23.66,色種笑,天外飛天,喜報,1.22.37,11.0
美麗攻略,01/29/23,376,4 60-40,田日 A 1400,好地,56,SWNT,131,1051,麥,羅,10,11 12 12,6,3,1.22.86,色種笑,天外飛天,喜報,1.22.37,11.0
皇金風速,01/29/23,376,4 60-40,田日 A 1400,好地,40,BX,117,1019,馬,苗,14,14 13 13,9,4 3/4,1.23.15,色種笑,天外飛天,喜報,1.22.37,99.0
好運寶馬,01/29/23,376,4 60-40,田日 A 1400,好地,60,V,135,1126,潘,何,5,7 9 8,8,3 3/4,1.22.98,色種笑,天外飛天,喜報,1.22.37,6.2
新境界,01/29/23,376,4 60-40,田日 A 1400,好地,50,T,123,1190,明,文,8,9 10 10,4,2 1/4,1.22.74,色種笑,天外飛天,喜報,1.22.37,11.0
福滿寶,01/29/23,376,4 60-40,田日 A 1400,好地,50,BX,115,1064,鍾,賀,4,6 7 6,7,3 1/4,1.22.89,色種笑,天外飛天,喜報,1.22.37,25.0
合夥贛勁,01/29/23,376,4 60-40,田日 A 1400,好地,46,BT,121,1221,森,賢,12,12 11 11,5,3,1.22.85,色種笑,天外飛天,喜報,1.22.37,17.0
優達星,01/29/23,376,4 60-40,田日 A 1400,好地,41,T1BX,114,1192,楠,丁,2,2 1 1,10,5 3/4,1.23.29,色種笑,天外飛天,喜報,1.22.37,33.0
將王,01/29/23,375,G1,田日 A 1600,好地,120,B,126,1182,班,韋,7,6 6 6,6,6 3/4,1.35.07,金鎗六十,浪漫勇士,加州星球,1.33.99,90.0
美麗同享,01/29/23,375,G1,田日 A 1600,好地,118,HT,126,1041,布,東,1,5 5 4,5,4 3/4,1.34.76,金鎗六十,浪漫勇士,加州星球,1.33.99,43.0
勇戰神駒,01/29/23,375,G1,田日 A 1600,好地,114,T,126,1286,年,苗,6,7 7 7,7,6 3/4,1.35.08,金鎗六十,浪漫勇士,加州星球,1.33.99,91.0
夏威夷,01/29/23,375,G1,田日 A 1600,好地,121,,126,1157,莫,蔡,5,4 4 5,4,4 3/4,1.34.76,金鎗六十,浪漫勇士,加州星球,1.33.99,44.0
浪茄仔,01/29/23,374,4 60-40,田日 A 1000,好地,52,T,116,1043,鍾,東,3,- 10 10,5,2 3/4,0.58.04,至尊高飛,營造創科,不可擋,0.57.59,77.0
天分高,01/29/23,374,4 60-40,田日 A 1000,好地,48,HT,122,1022,賈,柏,5,- 7 5,9,5,0.58.40,至尊高飛,營造創科,不可擋,0.57.59,17.0
我為您,01/29/23,374,4 60-40,田日 A 1000,好地,50,C1T,124,1162,梁,伍,6,- 11 8,8,4,0.58.22,至尊高飛,營造創科,不可擋,0.57.59,10.0
曉贏,01/29/23,374,4 60-40,田日 A 1000,好地,50,,124,1245,田,羅,14,- 4 3,4,2 1/2,0.58.01,至尊高飛,營造創科,不可擋,0.57.59,15.0
天時明駒,01/29/23,374,4 60-40,田日 A 1000,好地,52,,124,1115,周,容,11,- 5 9,11,10,0.59.19,至尊高飛,營造創科,不可擋,0.57.59,67.0
錢途光明,01/29/23,374,4 60-40,田日 A 1000,好地,52,T1,126,1022,聲,丁,10,- 9 12,12,10 3/4,0.59.30,至尊高飛,營造創科,不可擋,0.57.59,43.0
好友寶,01/29/23,374,4 60-40,田日 A 1000,好地,46,,118,1234,顯,徐,9,- 3 11,13,14,0.59.85,至尊高飛,營造創科,不可擋,0.57.59,62.0
攻頂,01/29/23,374,4 60-40,田日 A 1000,好地,59,T,131,1181,明,賀,13,- 2 2,7,3 1/2,0.58.14,至尊高飛,營造創科,不可擋,0.57.59,10.0
?大威猛,01/29/23,374,4 60-40,田日 A 1000,好地,46,SWT,120,1164,班,姚,4,- 6 4,6,3,0.58.08,至尊高飛,營造創科,不可擋,0.57.59,33.0
閃電烈馬,01/29/23,374,4 60-40,田日 A 1000,好地,59,,133,1194,兆,葉,2,- 13 13,10,7,0.58.73,至尊高飛,營造創科,不可擋,0.57.59,19.0
紅愛舍,01/29/23,373,3 85-60,泥日  1650,好泥,80,T1,131,1150,度,文,8,12 12 13,10,11 3/4,1.39.23,王炸,盈嵐,無心睡眠,1.37.34,18.0
鐵三角,01/29/23,373,3 85-60,泥日  1650,好泥,66,,117,1196,森,希,9,3 2 2,8,9 1/4,1.38.83,王炸,盈嵐,無心睡眠,1.37.34,11.0
雪山神駒,01/29/23,373,3 85-60,泥日  1650,好泥,72,T,121,1029,周,沈,7,13 13 10,6,6 1/4,1.38.35,王炸,盈嵐,無心睡眠,1.37.34,28.0
美麗喝采,01/29/23,373,3 85-60,泥日  1650,好泥,62,PHXT,116,1204,班,韋,5,8 8 11,9,9 1/2,1.38.87,王炸,盈嵐,無心睡眠,1.37.34,8.4
又龍串鳳,01/29/23,373,3 85-60,泥日  1650,好泥,78,HT,119,1063,鍾,東,4,6 7 9,11,12,1.39.25,王炸,盈嵐,無心睡眠,1.37.34,19.0
飛天神駒,01/29/23,373,3 85-60,泥日  1650,好泥,62,NX,117,1039,馬,苗,11,4 5 8,13,21 3/4,1.40.80,王炸,盈嵐,無心睡眠,1.37.34,59.0
齊心同行,01/29/23,373,3 85-60,泥日  1650,好泥,63,SWT,110,1149,黃,伍,14,2 3 5,14,23,1.41.00,王炸,盈嵐,無心睡眠,1.37.34,66.0
幸運傳奇,01/29/23,373,3 85-60,泥日  1650,好泥,83,B,134,1251,兆,羅,10,1 1 1,5,5 1/4,1.38.17,王炸,盈嵐,無心睡眠,1.37.34,4.8
連連行運,01/29/23,373,3 85-60,泥日  1650,好泥,74,B-C1,125,1161,田,蔡,13,14 14 14,7,7 3/4,1.38.56,王炸,盈嵐,無心睡眠,1.37.34,33.0
皮具之星,01/29/23,373,3 85-60,泥日  1650,好泥,63,BT,115,1292,波,容,1,9 9 7,4,4,1.37.97,王炸,盈嵐,無心睡眠,1.37.34,8.7
滿冠熊,01/29/23,373,3 85-60,泥日  1650,好泥,70,,121,1043,聲,賀,6,10 10 12,12,14 1/2,1.39.67,王炸,盈嵐,無心睡眠,1.37.34,36.0
快首快腳,01/29/23,372,4 60-40,田日 A 1200,好地,52,T1,129,1089,潘,文,9,- 3 4,11,5 3/4,1.10.70,四喜鳥,多多配合,二話不說,1.09.78,2.6
勇威神駒,01/29/23,372,4 60-40,田日 A 1200,好地,52,T,129,1144,森,沈,8,- 4 3,8,4 3/4,1.10.55,四喜鳥,多多配合,二話不說,1.09.78,18.0
滿歡笑,01/29/23,372,4 60-40,田日 A 1200,好地,52,,129,1136,布,鄭,2,- 10 9,7,4 1/4,1.10.47,四喜鳥,多多配合,二話不說,1.09.78,7.9
洪運派彩,01/29/23,372,4 60-40,田日 A 1200,好地,50,H,127,1170,梁,徐,3,- 13 13,9,5 1/4,1.10.61,四喜鳥,多多配合,二話不說,1.09.78,12.0
順利取勝,01/29/23,372,4 60-40,田日 A 1200,好地,47,T,124,1246,賈,蔡,13,- 1 1,5,3 1/4,1.10.29,四喜鳥,多多配合,二話不說,1.09.78,14.0
世紀明達,01/29/23,372,4 60-40,田日 A 1200,好地,52,N1T,127,1182,明,丁,4,- 12 12,12,7 3/4,1.11.00,四喜鳥,多多配合,二話不說,1.09.78,99.0
飛躍凱旋,01/29/23,372,4 60-40,田日 A 1200,好地,41,B-N2T,118,1210,度,韋,6,- 9 11,6,3 3/4,1.10.39,四喜鳥,多多配合,二話不說,1.09.78,20.0
久久為王,01/29/23,372,4 60-40,田日 A 1200,好地,58,X-T1,135,1112,聲,賀,5,- 6 6,4,1 3/4,1.10.05,四喜鳥,多多配合,二話不說,1.09.78,9.3
闖一,01/29/23,372,4 60-40,田日 A 1200,好地,41,CT,108,1073,鍾,伍,14,- 2 2,13,7 3/4,1.11.02,四喜鳥,多多配合,二話不說,1.09.78,57.0
簹多福,01/29/23,372,4 60-40,田日 A 1200,好地,56,B,133,1098,馬,苗,10,- 11 10,14,10 1/2,1.11.46,四喜鳥,多多配合,二話不說,1.09.78,36.0
鼓浪順風,01/29/23,372,4 60-40,田日 A 1200,好地,45,T,122,1225,年,姚,11,- 14 14,10,5 3/4,1.10.69,四喜鳥,多多配合,二話不說,1.09.78,56.0
美麗笑聲,01/29/23,371,2 100-80,田日 A 1200,好地,81,PH,118,1042,田,蔡,4,- 2 2,5,2,1.09.88,旋風飛影,必長勝,心之行,1.09.56,2.8
伊臣,01/29/23,371,2 100-80,田日 A 1200,好地,80,V1T,115,1171,明,羅,2,- 5 3,7,2 1/2,1.09.97,旋風飛影,必長勝,心之行,1.09.56,9.8
東方飛影,01/29/23,371,2 100-80,田日 A 1200,好地,90,B,127,1256,森,希,6,- 9 9,8,4 1/4,1.10.23,旋風飛影,必長勝,心之行,1.09.56,39.0
電源之駒,01/29/23,371,2 100-80,田日 A 1200,好地,84,E,121,1108,兆,蔡,5,- 6 8,6,2,1.09.89,旋風飛影,必長勝,心之行,1.09.56,7.1
樂滿貫,01/29/23,371,2 100-80,田日 A 1200,好地,98,HT,125,1201,鍾,東,9,- 4 5,9,5 3/4,1.10.48,旋風飛影,必長勝,心之行,1.09.56,10.0
知道必勝,01/29/23,371,2 100-80,田日 A 1200,好地,91,T,126,1259,周,沈,7,- 7 7,4,1 1/4,1.09.77,旋風飛影,必長勝,心之行,1.09.56,10.0
活力多多,01/29/23,370,4 60-40,泥日  1650,好泥,48,BH,123,1235,度,伍,4,10 12 13,11,9 1/4,1.40.70,雙天至尊,鋒芒勁露,華卓晴,1.39.24,28.0
樂捉鳥,01/29/23,370,4 60-40,泥日  1650,好泥,54,T,129,1171,潘,沈,13,11 10 11,6,5 3/4,1.40.14,雙天至尊,鋒芒勁露,華卓晴,1.39.24,2.9
星之寶,01/29/23,370,4 60-40,泥日  1650,好泥,57,P1H1T,132,1202,班,黎,5,5 5 6,10,8 1/2,1.40.62,雙天至尊,鋒芒勁露,華卓晴,1.39.24,46.0
閃耀威龍,01/29/23,370,4 60-40,泥日  1650,好泥,59,T,134,1077,梁,文,9,4 3 3,9,8,1.40.52,雙天至尊,鋒芒勁露,華卓晴,1.39.24,40.0
進趣,01/29/23,370,4 60-40,泥日  1650,好泥,60,,135,1000,年,高,7,13 14 14,14,21 3/4,1.42.71,雙天至尊,鋒芒勁露,華卓晴,1.39.24,99.0
東風壹號,01/29/23,370,4 60-40,泥日  1650,好泥,41,BX,114,1197,顯,姚,6,7 6 5,12,9 1/2,1.40.74,雙天至尊,鋒芒勁露,華卓晴,1.39.24,88.0
綠登,01/29/23,370,4 60-40,泥日  1650,好泥,41,B-T,118,1141,澤,賢,14,12 11 12,7,6 1/4,1.40.23,雙天至尊,鋒芒勁露,華卓晴,1.39.24,20.0
倍增勝數,01/29/23,370,4 60-40,泥日  1650,好泥,45,BT,120,1196,森,希,12,2 2 2,5,3 3/4,1.39.83,雙天至尊,鋒芒勁露,華卓晴,1.39.24,6.1
峰爭,01/29/23,370,4 60-40,泥日  1650,好泥,49,CT,122,1104,明,羅,1,3 4 4,8,7 1/4,1.40.38,雙天至尊,鋒芒勁露,華卓晴,1.39.24,14.0
皆大開心,01/29/23,370,4 60-40,泥日  1650,好泥,58,B,131,1218,周,容,8,8 8 9,13,10 3/4,1.40.96,雙天至尊,鋒芒勁露,華卓晴,1.39.24,21.0
日就月將,01/29/23,370,4 60-40,泥日  1650,好泥,49,B1X,124,1040,布,賀,2,6 7 7,4,3,1.39.71,雙天至尊,鋒芒勁露,華卓晴,1.39.24,6.0
豐盛多彩,01/29/23,369,5 40-0,泥日  1650,好泥,39,BT,134,1095,布,高,12,8 7 4,4,1 1/2,1.39.91,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,5.4
善財到喇,01/29/23,369,5 40-0,泥日  1650,好泥,37,B1T,132,1124,澤,呂,14,13 13 14,13,36 1/2,1.45.52,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,50.0
運來孖寶,01/29/23,369,5 40-0,泥日  1650,好泥,21,T,117,1255,森,容,6,7 9 9,6,3 3/4,1.40.28,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,8.6
無敵精英,01/29/23,369,5 40-0,泥日  1650,好泥,36,CT,131,1094,度,伍,2,2 1 1,5,3,1.40.15,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,15.0
慶萬家,01/29/23,369,5 40-0,泥日  1650,好泥,35,V,130,1090,潘,何,3,6 6 8,11,5 1/2,1.40.55,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,3.5
大道至簡,01/29/23,369,5 40-0,泥日  1650,好泥,21,X,114,1105,顯,鄭,10,14 14 12,10,4 3/4,1.40.44,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,99.0
華美福星,01/29/23,369,5 40-0,泥日  1650,好泥,25,BT,120,1156,班,徐,5,5 4 2,7,4 1/4,1.40.33,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,13.0
金津一號,01/29/23,369,5 40-0,泥日  1650,好泥,31,B,126,1015,波,葉,13,12 12 11,8,4 1/2,1.40.37,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,29.0
緣份,01/29/23,369,5 40-0,泥日  1650,好泥,18,B,116,1081,兆,鄭,8,11 11 10,9,4 3/4,1.40.43,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,22.0
幸運勝駒,01/29/23,369,5 40-0,泥日  1650,好泥,40,BT,125,1206,鍾,丁,9,3 3 5,12,11 1/2,1.41.50,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,8.9
豹子膽,01/29/23,369,5 40-0,泥日  1650,好泥,31,P2,121,1171,黃,徐,11,1 2 13,14,37 1/4,1.45.64,日日夠,帝豪寶駒,雷霆戰駒,1.39.67,68.0
錶之量子,01/24/23,368,3 80-60,田日 C 1600,好地,66,,120,1086,周,伍,5,7 7 9,7,5,1.35.78,新力高升,川河首駒,開心寶貝,1.34.98,41.0
大力猴王,01/24/23,368,3 80-60,田日 C 1600,好地,68,SWN,124,1087,度,韋,10,13 13 13,5,4 1/2,1.35.70,新力高升,川河首駒,開心寶貝,1.34.98,37.0
飛馬將軍,01/24/23,368,3 80-60,田日 C 1600,好地,63,V,119,1010,波,丁,7,8 9 10,8,5,1.35.80,新力高升,川河首駒,開心寶貝,1.34.98,70.0
威武覺醒,01/24/23,368,3 80-60,田日 C 1600,好地,74,X,130,1116,兆,呂,13,9 8 2,10,5 1/2,1.35.84,新力高升,川河首駒,開心寶貝,1.34.98,11.0
路路爽,01/24/23,368,3 80-60,田日 C 1600,好地,62,C,116,1126,明,羅,6,4 4 7,11,7 1/4,1.36.16,新力高升,川河首駒,開心寶貝,1.34.98,22.0
電路九號,01/24/23,368,3 80-60,田日 C 1600,好地,64,B1HT,120,1138,班,東,3,10 10 12,12,8,1.36.28,新力高升,川河首駒,開心寶貝,1.34.98,43.0
大勢至富,01/24/23,368,3 80-60,田日 C 1600,好地,64,SW,120,1180,梁,姚,2,1 1 1,9,5 1/4,1.35.82,新力高升,川河首駒,開心寶貝,1.34.98,7.7
醉眼光,01/24/23,368,3 80-60,田日 C 1600,好地,78,,134,1150,田,蔡,1,3 3 4,6,4 1/2,1.35.71,新力高升,川河首駒,開心寶貝,1.34.98,5.4
皇帝金,01/24/23,368,3 80-60,田日 C 1600,好地,64,B1,120,1082,森,希,14,12 12 11,4,4 1/2,1.35.69,新力高升,川河首駒,開心寶貝,1.34.98,91.0
智慧神駒,01/24/23,368,3 80-60,田日 C 1600,好地,78,N-X-,134,1090,年,苗,9,2 2 3,13,11,1.36.72,新力高升,川河首駒,開心寶貝,1.34.98,48.0
都靈福星,01/24/23,367,3 80-60,田日 C 1400,好地,69,B1T1,126,1128,班,韋,7,8 9 12,13,9 3/4,1.23.43,彩虹千里,紅運帝王,將俠,1.21.87,87.0
金佰令,01/24/23,367,3 80-60,田日 C 1400,好地,63,X1H,120,1177,兆,姚,14,10 10 10,4,3 1/2,1.22.44,彩虹千里,紅運帝王,將俠,1.21.87,10.0
火雲神劍,01/24/23,367,3 80-60,田日 C 1400,好地,65,T,120,984,周,沈,5,4 6 6,10,6 3/4,1.22.96,彩虹千里,紅運帝王,將俠,1.21.87,99.0
朗朗乾坤,01/24/23,367,3 80-60,田日 C 1400,好地,63,SW,120,1162,田,希,10,11 12 13,14,15 1/2,1.24.36,彩虹千里,紅運帝王,將俠,1.21.87,13.0
星洲之光,01/24/23,367,3 80-60,田日 C 1400,好地,63,O1X,120,975,馬,苗,8,7 7 9,8,6,1.22.81,彩虹千里,紅運帝王,將俠,1.21.87,99.0
增有,01/24/23,367,3 80-60,田日 C 1400,好地,78,BHX,135,1048,布,賀,3,9 8 7,5,4,1.22.49,彩虹千里,紅運帝王,將俠,1.21.87,12.0
銀亮之風,01/24/23,367,3 80-60,田日 C 1400,好地,71,HT,128,1045,澤,柏,13,14 14 14,9,6,1.22.82,彩虹千里,紅運帝王,將俠,1.21.87,15.0
忠肝義膽,01/24/23,367,3 80-60,田日 C 1400,好地,62,BXT,117,1228,明,黎,12,13 13 11,7,5 3/4,1.22.80,彩虹千里,紅運帝王,將俠,1.21.87,22.0
威威鬥士,01/24/23,367,3 80-60,田日 C 1400,好地,64,,118,1082,楠,呂,2,6 5 5,11,7 1/2,1.23.08,彩虹千里,紅運帝王,將俠,1.21.87,99.0
鹿鼎記,01/24/23,367,3 80-60,田日 C 1400,好地,71,B,128,1070,潘,伍,1,1 2 3,6,5 1/2,1.22.76,彩虹千里,紅運帝王,將俠,1.21.87,2.9
駿龍駒,01/24/23,367,3 80-60,田日 C 1400,好地,66,XT,123,1034,森,伍,9,12 11 8,12,8,1.23.13,彩虹千里,紅運帝王,將俠,1.21.87,30.0
神虎龍駒,01/24/23,366,3 80-60,田日 C 1200,好地,65,,121,1020,兆,伍,4,- 8 9,6,6 1/2,1.10.00,維港智能,動感先鋒,十二馬,1.08.96,99.0
馬有運,01/24/23,366,3 80-60,田日 C 1200,好地,63,,119,1103,周,伍,8,- 10 12,12,13 1/4,1.11.07,維港智能,動感先鋒,十二馬,1.08.96,51.0
超霸勝,01/24/23,366,3 80-60,田日 C 1200,好地,75,B1,131,1074,度,葉,6,- 7 7,4,5,1.09.77,維港智能,動感先鋒,十二馬,1.08.96,17.0
美麗奔馳,01/24/23,366,3 80-60,田日 C 1200,好地,77,HT,133,1080,聲,東,2,- 4 3,9,8 1/2,1.10.34,維港智能,動感先鋒,十二馬,1.08.96,4.0
勝得出色,01/24/23,366,3 80-60,田日 C 1200,好地,79,PHT,135,1154,潘,蔡,11,- 2 2,10,10 1/4,1.10.59,維港智能,動感先鋒,十二馬,1.08.96,5.5
有主意,01/24/23,366,3 80-60,田日 C 1200,好地,71,HT,127,1109,班,羅,12,- 9 8,8,8 1/4,1.10.29,維港智能,動感先鋒,十二馬,1.08.96,47.0
