馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
競駿皇者,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,74,T,134,1075,聲,游,3,- 5 4,8,3 1/4,1.10.70,得道猴王,伊臣,勇威神駒,1.10.17,5.5
友愛心得,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,66,SW,126,1185,潘,希,9,- 3 3,12,7 1/4,1.11.33,得道猴王,伊臣,勇威神駒,1.10.17,7.7
金牌活力,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,63,B,123,1147,湯,鄭,5,- 10 10,7,2 3/4,1.10.61,得道猴王,伊臣,勇威神駒,1.10.17,63.0
多利彩駒,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,69,XT,129,1085,班,廖,6,- 4 5,9,3 1/2,1.10.72,得道猴王,伊臣,勇威神駒,1.10.17,6.3
無限美麗,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,65,,125,1153,布,蔡,4,- 9 9,5,1 3/4,1.10.43,得道猴王,伊臣,勇威神駒,1.10.17,8.6
金運來,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,60,XT,120,1102,森,文,12,- 2 2,6,2,1.10.47,得道猴王,伊臣,勇威神駒,1.10.17,28.0
多利神駒,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,62,T,122,1034,禮,賢,7,- 11 11,4,1 1/4,1.10.38,得道猴王,伊臣,勇威神駒,1.10.17,35.0
金發盛世,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,66,B,126,1067,澤,呂,8,- 6 8,10,3 1/2,1.10.72,得道猴王,伊臣,勇威神駒,1.10.17,36.0
寶賢得得,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,75,T,128,1129,弘,柏,11,- 12 12,11,4 1/2,1.10.88,得道猴王,伊臣,勇威神駒,1.10.17,136.0
昇瀧駒,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,82,,118,1188,班,廖,3,- 8 6,4,2 1/4,1.09.78,美麗奔馳,傑出漢子,精算暴雪,1.09.43,7.4
華麗再勝,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,88,T,124,1160,麥,沈,8,- 7 7,5,2 1/4,1.09.80,美麗奔馳,傑出漢子,精算暴雪,1.09.43,9.4
占士德,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,84,T1SW,120,1111,周,容,12,- 4 4,11,7,1.10.56,美麗奔馳,傑出漢子,精算暴雪,1.09.43,64.0
輝煌精英,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,83,H,119,1220,梁,丁,10,- 2 2,8,4,1.10.06,美麗奔馳,傑出漢子,精算暴雪,1.09.43,9.3
幸運遇見,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,91,,127,1122,禮,希,2,- 5 8,12,7 3/4,1.10.66,美麗奔馳,傑出漢子,精算暴雪,1.09.43,5.9
我為您,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,80,,114,1166,明,伍,6,- 1 1,7,3 3/4,1.10.04,美麗奔馳,傑出漢子,精算暴雪,1.09.43,29.0
小霸王,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,99,BT,132,1188,鍾,東,9,- 12 12,6,3 3/4,1.10.04,美麗奔馳,傑出漢子,精算暴雪,1.09.43,15.0
魅力寶駒,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,92,,128,1197,度,蔡,5,- 9 11,9,4 1/2,1.10.16,美麗奔馳,傑出漢子,精算暴雪,1.09.43,28.0
人和家興,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,94,BT,130,1202,董,希,11,- 3 5,10,5 1/2,1.10.31,美麗奔馳,傑出漢子,精算暴雪,1.09.43,45.0
豐盛,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,71,SW,128,1153,聲,廖,5,10 10 9,6,2,1.39.91,開心勇駒,勁好運,浪漫老撾,1.39.62,5.3
整蠱專家,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,64,NX,121,1173,湯,鄭,7,11 11 10,9,5,1.40.41,開心勇駒,勁好運,浪漫老撾,1.39.62,112.0
喜蓮勇略,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,78,XT,128,1016,弘,沈,11,1 1 2,12,14 1/2,1.41.93,開心勇駒,勁好運,浪漫老撾,1.39.62,17.0
太陽勇士,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,64,X,119,1101,明,希,9,2 2 1,7,3 3/4,1.40.22,開心勇駒,勁好運,浪漫老撾,1.39.62,5.3
我做到,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,67,HT,124,1094,度,伍,1,5 7 7,4,1 1/4,1.39.82,開心勇駒,勁好運,浪漫老撾,1.39.62,4.9
極速奇兵,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,78,,135,1207,麥,姚,12,12 12 12,5,1 1/2,1.39.84,開心勇駒,勁好運,浪漫老撾,1.39.62,18.0
獨步天下,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,63,,120,1137,澤,呂,8,7 6 6,10,7 1/2,1.40.79,開心勇駒,勁好運,浪漫老撾,1.39.62,49.0
飛輪步,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,74,T,131,1159,布,容,10,4 4 5,11,12 1/4,1.41.55,開心勇駒,勁好運,浪漫老撾,1.39.62,47.0
好好心得,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,74,T-B,131,1080,禮,游,4,9 9 11,8,4 3/4,1.40.38,開心勇駒,勁好運,浪漫老撾,1.39.62,46.0
東方魅影,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,52,SW1,130,1079,湯,希,8,- 11 11,9,8 1/4,1.11.20,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,57.0
競馬一心,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,57,B-T,135,1169,潘,伍,1,- 8 9,10,9 1/4,1.11.34,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,5.9
天下寵兒,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,48,SWH,126,1100,澤,呂,6,- 4 5,12,12,1.11.77,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,20.0
質數,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,50,BT,128,1122,森,黎,2,- 10 10,7,4 1/2,1.10.57,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,16.0
賢心星,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,46,T,124,1107,董,柏,12,- 12 12,6,4,1.10.50,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,55.0
妙芳華,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,42,SWT,118,1106,明,羅,7,- 5 6,5,2 3/4,1.10.32,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,38.0
千杯敬典,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,56,HX,127,1129,弘,姚,10,- 1 2,8,5 1/2,1.10.77,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,12.0
幸運星球,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,49,BT,127,1071,聲,韋,11,- 3 3,11,10,1.11.46,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,34.0
超悅明駒,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,47,X,125,1185,艾,賀,4,- 6 4,4,2 3/4,1.10.30,怡昌精神,電訊龍駒,辣得駕勢,1.09.87,3.7
銀亮濠俠,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,54,,128,1052,鍾,葉,6,- 3 3,7,8 1/2,1.11.17,勇霸龍,綠族威,辣得金,1.09.81,137.0
凱旋升,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,58,B,135,1167,潘,羅,8,- 8 8,4,4 1/2,1.10.52,勇霸龍,綠族威,辣得金,1.09.81,4.4
威德勇士,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,49,T-H1,126,1059,綸,文,7,- 10 10,9,9 1/4,1.11.31,勇霸龍,綠族威,辣得金,1.09.81,195.0
文明福星,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,46,O1H,123,1113,森,希,11,- 9 9,6,4 1/2,1.10.54,勇霸龍,綠族威,辣得金,1.09.81,33.0
天火同心,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,46,N1HT,123,1170,班,韋,9,- 12 12,12,10 1/4,1.11.47,勇霸龍,綠族威,辣得金,1.09.81,66.0
鋒王,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,41,BT,118,1140,湯,鄭,1,- 4 4,11,10 1/4,1.11.44,勇霸龍,綠族威,辣得金,1.09.81,43.0
劍山鋒,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,43,T,118,1119,明,廖,12,- 11 11,10,9 3/4,1.11.36,勇霸龍,綠族威,辣得金,1.09.81,32.0
電子宇宙,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,56,BT,133,1032,紹,巫,10,- 6 6,8,9 1/4,1.11.30,勇霸龍,綠族威,辣得金,1.09.81,78.0
財駿,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,54,BT,129,1190,周,沈,2,- 7 7,5,4 1/2,1.10.52,勇霸龍,綠族威,辣得金,1.09.81,16.0
良田福星,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,53,SW1T,133,1054,禮,賢,10,12 12 12,10,8 1/4,1.41.75,爆笑,魔法速遞,君智盛,1.40.41,56.0
久久為金,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,46,B,126,1185,艾,賀,8,2 2 2,11,10 3/4,1.42.11,爆笑,魔法速遞,君智盛,1.40.41,26.0
領創動力,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,48,VT,128,1199,麥,沈,9,5 6 5,12,11,1.42.15,爆笑,魔法速遞,君智盛,1.40.41,4.6
英駿飛駒,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,46,V1X,126,1216,聲,韋,11,11 11 11,8,3 1/2,1.40.98,爆笑,魔法速遞,君智盛,1.40.41,27.0
碧海藍天,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,48,HT,128,1019,度,蔡,3,7 7 10,9,4 1/4,1.41.10,爆笑,魔法速遞,君智盛,1.40.41,38.0
獎星,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,51,BT,131,1152,田,羅,7,9 10 9,5,2,1.40.72,爆笑,魔法速遞,君智盛,1.40.41,5.2
武林至尊,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,47,BT,127,1094,潘,希,5,4 4 4,6,2 1/2,1.40.81,爆笑,魔法速遞,君智盛,1.40.41,8.3
超勁寶寶,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,45,T,125,1176,布,廖,12,8 9 8,4,1 3/4,1.40.69,爆笑,魔法速遞,君智盛,1.40.41,9.5
好運寶馬,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,40,B2H,120,1141,澤,巫,1,6 5 7,7,3 1/4,1.40.92,爆笑,魔法速遞,君智盛,1.40.41,9.7
朗日雪峰,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,36,B,131,1243,布,柏,4,- 5 6,4,2,1.10.61,超勁火力,三代同心,合金皇,1.10.27,5.7
鄉村樂韻,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,37,C-E1,132,1132,艾,蔡,12,- 12 9,9,3 3/4,1.10.88,超勁火力,三代同心,合金皇,1.10.27,27.0
紅海風帆,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,40,T,135,1152,潘,文,3,- 4 4,7,3 1/2,1.10.83,超勁火力,三代同心,合金皇,1.10.27,4.0
電子精彩,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,32,BT,127,1180,紹,巫,7,- 9 10,12,5 1/2,1.11.16,超勁火力,三代同心,合金皇,1.10.27,21.0
友誼喜悅,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,31,B,126,1166,麥,姚,9,- 10 12,11,5 1/4,1.11.11,超勁火力,三代同心,合金皇,1.10.27,6.7
加飯,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,27,B2T,120,1173,周,賢,8,- 7 7,8,3 1/2,1.10.84,超勁火力,三代同心,合金皇,1.10.27,13.0
南區旺,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,27,C,119,1057,鍾,羅,10,- 8 8,6,2 3/4,1.10.71,超勁火力,三代同心,合金皇,1.10.27,36.0
焦點,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,34,T,127,1058,明,游,11,- 11 11,10,4 1/4,1.10.93,超勁火力,三代同心,合金皇,1.10.27,9.0
宇宙動力,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,40,B,135,1186,梁,鄭,6,- 2 2,5,2 3/4,1.10.70,超勁火力,三代同心,合金皇,1.10.27,13.0
辰速密碼,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,49,V1HT,126,1099,紹,巫,11,3 1 2,12,17 1/4,1.42.43,先到先得,瀧澤飛駒,紅海勁,1.39.67,40.0
香港神駒,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,58,T,135,1024,麥,沈,7,1 2 1,11,13 1/2,1.41.84,先到先得,瀧澤飛駒,紅海勁,1.39.67,10.0
無極勇將,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,49,B2T,126,1052,禮,游,2,8 8 9,4,2 1/2,1.40.08,先到先得,瀧澤飛駒,紅海勁,1.39.67,13.0
精明選擇,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,41,SWT,116,1122,明,伍,9,2 3 3,9,7,1.40.78,先到先得,瀧澤飛駒,紅海勁,1.39.67,13.0
機緣醉夢,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,45,BT,122,1117,梁,鄭,12,11 11 11,10,7 3/4,1.40.90,先到先得,瀧澤飛駒,紅海勁,1.39.67,23.0
威威父子,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,44,B,121,979,度,賀,4,9 9 8,6,3 3/4,1.40.26,先到先得,瀧澤飛駒,紅海勁,1.39.67,13.0
雙贏,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,49,XT,126,1120,森,容,3,5 4 4,7,5 3/4,1.40.59,先到先得,瀧澤飛駒,紅海勁,1.39.67,5.6
勇進齊心,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,44,HT,121,1121,綸,賢,6,4 5 5,8,6,1.40.65,先到先得,瀧澤飛駒,紅海勁,1.39.67,21.0
錢多多,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,50,B,127,1082,湯,希,8,10 10 12,5,2 3/4,1.40.13,先到先得,瀧澤飛駒,紅海勁,1.39.67,44.0
三生福佑,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,39,SW,134,1055,梁,羅,1,1 3 4,11,16,1.43.06,馬特峰,聰明導彈,利衍天下,1.40.50,64.0
雄昇勇士,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,24,,116,1225,鍾,徐,10,7 6 5,7,5,1.41.32,馬特峰,聰明導彈,利衍天下,1.40.50,7.9
隼閣,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,33,B-T,128,1103,潘,希,6,5 4 6,12,27,1.44.82,馬特峰,聰明導彈,利衍天下,1.40.50,11.0
凱旋七福,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,30,BT,125,1111,班,韋,9,9 8 7,5,4,1.41.13,馬特峰,聰明導彈,利衍天下,1.40.50,12.0
全神貫注,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,36,CT,131,1065,艾,姚,5,2 1 1,8,6 1/2,1.41.53,馬特峰,聰明導彈,利衍天下,1.40.50,17.0
型到爆,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,28,BT,123,1033,田,巫,11,10 10 9,4,3 1/2,1.41.07,馬特峰,聰明導彈,利衍天下,1.40.50,24.0
??領先,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,26,BT,121,1122,聲,葉,4,3 2 2,9,7,1.41.61,馬特峰,聰明導彈,利衍天下,1.40.50,6.8
無敵精英,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,27,CT,122,1102,度,伍,2,4 7 8,6,5,1.41.30,馬特峰,聰明導彈,利衍天下,1.40.50,2.9
贏科超影,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,34,BX,129,1027,紹,廖,8,8 9 10,10,7,1.41.61,馬特峰,聰明導彈,利衍天下,1.40.50,8.7
金多令,11/17/24,192,3 80-60,田日 B 1200,好地,75,B1,128,1109,明,伍,12,- 13 13,11,6 1/2,1.09.84,競駿先鋒,樂勝天下,健康快車,1.08.81,61.0
雷神太保,11/17/24,192,3 80-60,田日 B 1200,好地,66,T,121,1058,澤,賢,11,- 8 9,5,2 1/4,1.09.16,競駿先鋒,樂勝天下,健康快車,1.08.81,111.0
領航天子,11/17/24,192,3 80-60,田日 B 1200,好地,63,,118,956,班,廖,9,- 12 12,6,3 3/4,1.09.42,競駿先鋒,樂勝天下,健康快車,1.08.81,76.0
心雄雄,11/17/24,192,3 80-60,田日 B 1200,好地,64,,119,996,綸,希,7,- 10 10,7,4 1/4,1.09.48,競駿先鋒,樂勝天下,健康快車,1.08.81,203.0
錶之宇宙,11/17/24,192,3 80-60,田日 B 1200,好地,64,B,120,1253,聲,文,10,- 11 8,4,1 1/2,1.09.05,競駿先鋒,樂勝天下,健康快車,1.08.81,12.0
會長之寶,11/17/24,192,3 80-60,田日 B 1200,好地,74,T1HN,129,1037,森,韋,13,- 9 11,14,15 1/2,1.11.28,競駿先鋒,樂勝天下,健康快車,1.08.81,190.0
包裝猛將,11/17/24,192,3 80-60,田日 B 1200,好地,80,T,135,1153,潘,沈,8,- 2 2,9,6 1/4,1.09.80,競駿先鋒,樂勝天下,健康快車,1.08.81,1.8
開心寶寶,11/17/24,192,3 80-60,田日 B 1200,好地,71,T,126,1130,麥,呂,2,- 5 5,13,9,1.10.26,競駿先鋒,樂勝天下,健康快車,1.08.81,3.3
光年八十,11/17/24,192,3 80-60,田日 B 1200,好地,73,BT,118,1261,妮,容,5,- 3 4,8,6,1.09.79,競駿先鋒,樂勝天下,健康快車,1.08.81,52.0
論文,11/17/24,192,3 80-60,田日 B 1200,好地,64,T,119,1237,田,徐,3,- 7 7,10,6 1/4,1.09.83,競駿先鋒,樂勝天下,健康快車,1.08.81,48.0
快狠準,11/17/24,192,3 80-60,田日 B 1200,好地,63,B,118,1187,禮,賀,6,- 6 6,12,7 1/4,1.09.97,競駿先鋒,樂勝天下,健康快車,1.08.81,26.0
開心之旅,11/17/24,191,3 80-60,田日 B 1400,好地,63,B,119,1145,明,廖,12,13 14 14,12,5,1.22.45,銀亮奔騰,同樣美麗,玩笑,1.21.66,207.0
凡凡有餘,11/17/24,191,3 80-60,田日 B 1400,好地,63,XT,121,1196,綸,柏,5,8 9 10,10,4 1/2,1.22.39,銀亮奔騰,同樣美麗,玩笑,1.21.66,17.0
駿奕快車,11/17/24,191,3 80-60,田日 B 1400,好地,75,SW,133,1134,布,姚,7,3 4 6,4,1 1/4,1.21.86,銀亮奔騰,同樣美麗,玩笑,1.21.66,4.7
安康萬里,11/17/24,191,3 80-60,田日 B 1400,好地,73,,131,1158,澤,呂,2,1 1 1,7,2 1/2,1.22.06,銀亮奔騰,同樣美麗,玩笑,1.21.66,6.0
智智多寶,11/17/24,191,3 80-60,田日 B 1400,好地,67,SWT,125,1085,麥,希,10,10 11 8,8,2 1/2,1.22.07,銀亮奔騰,同樣美麗,玩笑,1.21.66,2.7
跑得好快,11/17/24,191,3 80-60,田日 B 1400,好地,62,T,120,1126,年,黎,11,12 13 13,9,4 1/4,1.22.32,銀亮奔騰,同樣美麗,玩笑,1.21.66,18.0
同得威,11/17/24,191,3 80-60,田日 B 1400,好地,63,H1T1,121,1153,周,丁,9,11 10 12,11,4 3/4,1.22.43,銀亮奔騰,同樣美麗,玩笑,1.21.66,113.0
鐵金剛,11/17/24,191,3 80-60,田日 B 1400,好地,62,BE,120,1125,度,蔡,6,9 8 5,5,1 1/4,1.21.87,銀亮奔騰,同樣美麗,玩笑,1.21.66,9.4
紅愛舍,11/17/24,191,3 80-60,田日 B 1400,好地,67,SWT,125,1182,聲,韋,8,5 6 7,14,10 1/2,1.23.33,銀亮奔騰,同樣美麗,玩笑,1.21.66,66.0
超級龍珠,11/17/24,191,3 80-60,田日 B 1400,好地,64,VT,122,1125,湯,容,13,14 12 11,13,7 1/4,1.22.80,銀亮奔騰,同樣美麗,玩笑,1.21.66,210.0
快搏,11/17/24,191,3 80-60,田日 B 1400,好地,66,,114,1114,妮,賀,3,7 7 9,6,2 1/4,1.22.02,銀亮奔騰,同樣美麗,玩笑,1.21.66,38.0
非惟僥倖,11/17/24,190,G2,田日 B 2000,好地,82,PT,123,1177,聲,姚,7,9 7 7,10,11 3/4,2.01.60,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,76.0
安騁,11/17/24,190,G2,田日 B 2000,好地,104,,123,1081,田,蔡,11,5 6 8,4,4 1/2,2.00.43,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,11.0
知足常樂,11/17/24,190,G2,田日 B 2000,好地,105,SW,123,1128,梁,羅,10,1 1 1,9,10 3/4,2.01.40,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,57.0
當年情,11/17/24,190,G2,田日 B 2000,好地,105,T,123,1011,紹,東,5,7 9 10,7,6,2.00.64,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,38.0
錶之五知,11/17/24,190,G2,田日 B 2000,好地,105,T,123,1015,艾,東,9,11 11 11,8,6 1/4,2.00.70,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,18.0
安遇,11/17/24,190,G2,田日 B 2000,好地,104,B,123,1174,布,賀,6,10 10 9,5,5,2.00.51,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,34.0
發財先鋒,11/17/24,190,G2,田日 B 2000,好地,91,B,123,1138,明,羅,2,4 4 4,6,5 3/4,2.00.61,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,137.0
又龍串鳳,11/17/24,190,G2,田日 B 2000,好地,82,T,123,1059,度,東,8,2 2 5,11,14 1/4,2.01.97,浪漫勇士,嘉應傳承,觔斗雲,1.59.70,84.0
神虎龍駒,11/17/24,189,G2,田日 B 1600,好地,113,B-,123,1042,禮,伍,3,3 5 6,7,4 3/4,1.33.57,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,88.0
紅運帝王,11/17/24,189,G2,田日 B 1600,好地,116,,123,1129,布,蔡,1,6 8 8,9,5 3/4,1.33.76,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,35.0
永遠美麗,11/17/24,189,G2,田日 B 1600,好地,121,,128,1209,潘,蔡,6,1 1 2,8,5 1/2,1.33.69,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,7.5
越駿歡欣,11/17/24,189,G2,田日 B 1600,好地,110,HT,123,1131,度,羅,7,5 3 3,4,3,1.33.30,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,49.0
直線力山,11/17/24,189,G2,田日 B 1600,好地,115,X,123,1125,艾,姚,8,9 9 7,6,4,1.33.47,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,45.0
美麗同享,11/17/24,189,G2,田日 B 1600,好地,119,T,123,1048,紹,東,4,7 7 9,5,3 1/4,1.33.35,遨遊氣泡,禪勝輝煌,錶之銀河,1.32.82,27.0
合夥奔馳,11/17/24,188,G2,田日 B 1200,好地,102,X,123,1113,森,呂,12,- 2 2,11,9,1.08.88,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,113.0
綠族無限,11/17/24,188,G2,田日 B 1200,好地,110,,123,1085,田,伍,2,- 11 12,12,12,1.09.36,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,89.0
賢者無敵,11/17/24,188,G2,田日 B 1200,好地,117,SW,128,1117,聲,賀,11,- 6 6,5,5,1.08.24,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,128.0
美麗第一,11/17/24,188,G2,田日 B 1200,好地,103,ET,123,1183,度,伍,3,- 7 7,4,5,1.08.23,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,16.0
維港智能,11/17/24,188,G2,田日 B 1200,好地,124,SW1T,128,1090,梁,沈,1,- 1 1,7,6 1/2,1.08.48,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,47.0
電氣騎士,11/17/24,188,G2,田日 B 1200,好地,102,B,123,1200,綸,韋,7,- 5 5,10,9,1.08.88,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,256.0
威力奔騰,11/17/24,188,G2,田日 B 1200,好地,104,B,123,1224,明,賀,9,- 12 11,9,7 1/2,1.08.64,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,169.0
幸運有您,11/17/24,188,G2,田日 B 1200,好地,103,,123,1219,禮,羅,8,- 8 9,6,5 3/4,1.08.33,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,103.0
加州星球,11/17/24,188,G2,田日 B 1200,好地,126,T,128,1198,艾,東,4,- 4 4,8,6 3/4,1.08.50,嘉應高昇,嫡愛心,驕陽明駒,1.07.43,10.0
將義,11/17/24,187,3 80-60,田日 B 2000,好地,72,X1,127,1093,艾,韋,10,8 8 13,10,6,2.02.42,愛心神駒,共享富裕,金陽飛駒,2.01.46,26.0
有誰共鳴,11/17/24,187,3 80-60,田日 B 2000,好地,76,SW-B1T,131,1198,湯,鄭,4,9 9 8,8,5,2.02.27,愛心神駒,共享富裕,金陽飛駒,2.01.46,79.0
奮鬥心,11/17/24,187,3 80-60,田日 B 2000,好地,75,B-NT,128,988,周,伍,5,6 6 6,5,1 3/4,2.01.76,愛心神駒,共享富裕,金陽飛駒,2.01.46,18.0
光明傳承,11/17/24,187,3 80-60,田日 B 2000,好地,62,B,114,1118,鍾,葉,6,4 4 5,13,9,2.02.89,愛心神駒,共享富裕,金陽飛駒,2.01.46,67.0
十八掌門,11/17/24,187,3 80-60,田日 B 2000,好地,70,BT,125,1136,度,沈,8,2 2 2,6,2 1/4,2.01.82,愛心神駒,共享富裕,金陽飛駒,2.01.46,4.9
加州動員,11/17/24,187,3 80-60,田日 B 2000,好地,65,BT,120,1050,紹,東,11,5 5 9,7,3,2.01.94,愛心神駒,共享富裕,金陽飛駒,2.01.46,5.0
唯美主義,11/17/24,187,3 80-60,田日 B 2000,好地,64,B,119,1061,森,伍,13,13 13 10,4,1 1/4,2.01.67,愛心神駒,共享富裕,金陽飛駒,2.01.46,89.0
精算謀略,11/17/24,187,3 80-60,田日 B 2000,好地,70,E,125,1136,布,蔡,2,7 7 4,9,5 1/4,2.02.29,愛心神駒,共享富裕,金陽飛駒,2.01.46,12.0
包裝旋風,11/17/24,187,3 80-60,田日 B 2000,好地,75,BT,130,1002,班,柏,1,1 1 1,12,7 1/4,2.02.64,愛心神駒,共享富裕,金陽飛駒,2.01.46,26.0
自然力量,11/17/24,187,3 80-60,田日 B 2000,好地,80,V,135,1138,禮,姚,7,11 11 11,11,7,2.02.59,愛心神駒,共享富裕,金陽飛駒,2.01.46,78.0
皇者有利,11/17/24,186,3 80-60,田日 B 1000,好地,62,T,117,1089,綸,沈,3,- 9 12,8,7 1/2,0.57.02,舉步生風,英雄豪邁,連連有盈,0.55.83,126.0
燭光晚餐,11/17/24,186,3 80-60,田日 B 1000,好地,70,H1B,125,1153,田,徐,9,- 3 1,13,13 3/4,0.58.03,舉步生風,英雄豪邁,連連有盈,0.55.83,31.0
長勝威龍,11/17/24,186,3 80-60,田日 B 1000,好地,62,,117,1230,湯,希,11,- 14 14,7,7 1/4,0.57.01,舉步生風,英雄豪邁,連連有盈,0.55.83,195.0
大老撾,11/17/24,186,3 80-60,田日 B 1000,好地,74,HT,129,1215,紹,巫,6,- 1 3,12,10 1/2,0.57.52,舉步生風,英雄豪邁,連連有盈,0.55.83,12.0
