馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
大浪圖田,05/26/24,703,3 85-60,田日 A 1400,好地,68,T,118,1173,度,丁,6,6 7 6,1,3/4,1.21.54,▲,快搏,球星,1.21.54,40
龍之輝,05/26/24,702,3 80-60,田日 A 1200,好地,63,T-,121,1224,潘,呂,9,- 1 1,1,2 1/4,1.08.69,▲,禾道小子,實力派,1.08.69,1.5
光明傳承,05/26/24,701,4 60-40,田日 A 1600,好地,60,B,135,1092,紹,葉,10,13 11 10,1,1/2,1.35.21,▲,精英雄心,富喜來,1.35.21,99
桀驁之戀,05/26/24,700,G1,田日 A 2400,好地,123,X,126,1176,宜,艾,8,2 2 1,1,2,2.25.62,▲,錶之五知,當年情,2.25.62,1.4
翹?,05/26/24,699,4 60-40,田日 A 1400,好地,47,T,121,1210,周,容,6,3 5 4,1,1 1/2,1.21.67,▲,博愛先鋒,聰明導彈,1.21.67,7.7
開心寶寶,05/26/24,698,4 60-40,田日 A 1200,好地,60,T,135,1124,潘,呂,1,- 1 1,1,3/4,1.09.02,▲,智智多寶,拍馬難追,1.09.02,1.7
天天同樂,05/26/24,697,4 60-40,田日 A 1000,好地,60,N,135,1057,潘,羅,3,- 2 2,1,1 1/4,0.56.12,▲,晨曦儷人,輗多福,0.56.12,2
非惟僥倖,05/26/24,696,3 85-60,田日 A 2000,好地,68,PT,120,1194,禮,姚,11,1 1 1,1,頸,2.01.65,▲,十八掌門,包裝旋風,2.01.65,9.4
美麗多盈,05/26/24,695,5 40-0,田日 A 1600,好地,32,BHT,127,1102,潘,東,5,9 8 7,1,1 3/4,1.35.09,▲,極速之星,友誼喜悅,1.35.09,4
同得威,05/26/24,694,新,田日 A 1200,好地,-,,131,1147,周,丁,5,- 10 10,1,短頭,1.09.68,▲,聖托里尼,東昇鉞,1.09.68,2.5
八駿巨昇,05/22/24,693,2 105-80,谷夜 C6 1200,好地,86,HT,123,1155,紹,東,5,- 1 1,1,1 1/4,1.09.80,▲,晶晶日上,人和家興,1.09.80,5.4
浪漫老撾,05/22/24,692,3 80-60,谷夜 C6 1650,好地,65,T,121,1156,梁,巫,5,7 7 7,1,頸,1.40.24,▲,赤兔猴王,大學生,1.40.24,6
綠色好威,05/22/24,691,3 80-60,谷夜 C6 1000,好地,63,,117,1103,明,姚,1,- 4 4,1,頭,0.56.99,▲,美麗第一,武千帥,0.56.99,11
至合拍,05/22/24,690,4 60-40,谷夜 C6 1200,好地,51,T,126,1050,布,沈,1,- 6 4,1,短頭,1.10.43,▲,電訊飛車,隼閣,1.10.43,6.4
龍船快,05/22/24,689,4 60-40,谷夜 C6 1650,好地,49,B-V1T,126,1106,田,呂,5,3 4 3,1,短頭,1.40.49,▲,金德義,架勢奇爸,1.40.49,6
精益大師,05/22/24,688,4 60-40,谷夜 C6 1200,好地,49,BT,124,1073,班,葉,1,- 1 1,1,1/2,1.10.12,▲,精選威,精妙星,1.10.12,1.9
好好紛,05/22/24,687,4 60-40,谷夜 C6 1650,好地,59,SW1T,128,1166,弘,沈,7,1 1 1,1,短頭,1.40.47,▲,美麗歡聲,燊榮之星,1.40.47,27
新力,05/22/24,686,4 60-40,谷夜 C6 1200,好地,45,H,121,1089,綸,鄭,4,- 2 3,1,3/4,1.10.52,▲,儀琪之寶,馬有運,1.10.52,2.7
符號,05/22/24,685,5 40-0,谷夜 C6 2200,好地,22,X-T-,118,997,田,徐,11,1 1 1,1,2,2.17.01,▲,上市魅力,神舟飛駒,2.17.01,6.3
手機錶霸,05/19/24,684,3 80-60,田日 C 1400,好地,70,HX,126,1187,布,呂,9,5 5 6,1,頭,1.22.15,▲,陽光勇士,滿歡笑,1.22.15,3.7
同祥和順,05/19/24,683,3 80-60,田日 C 1200,好地,66,,123,1184,森,廖,5,- 1 1,1,1/2,1.09.71,▲,愛馬善,鐵金剛,1.09.71,2.6
龍城強將,05/19/24,682,4 60-40,田日 C 1400,好地,40,T-B,116,1004,紹,韋,12,8 9 9,1,1 1/2,1.22.48,▲,妙算高歌,勁好運,1.22.48,17
遨遊武士,05/19/24,681,3 80-60,田日 C 1600,好地,67,SW1,122,1204,梁,羅,14,1 1 1,1,1 1/2,1.34.66,▲,桃花開,友瑩仁,1.34.66,2.8
信心星,05/19/24,680,4 60-40,田日 C 1400,好地,50,BHT,125,1165,布,柏,2,6 7 8,1,1/2,1.22.77,▲,艾莉奧,大利好運,1.22.77,2.4
鐵三角,05/19/24,679,4 60-40,田日 C 1800,好地,48,H-,123,1193,潘,希,9,2 2 1,1,1 1/2,1.47.64,▲,春風萬里,勤德威力,1.47.64,4.4
輝煌精英,05/19/24,678,4 60-40,田日 C 1200,好地,51,H,126,1202,梁,丁,8,- 1 1,1,3,1.09.02,▲,鑽石星空,獎金大少,1.09.02,6.7
神虎龍駒,05/19/24,677,1 85↑,田日 C 1400,好地,108,,126,1044,弘,伍,3,4 4 4,1,短頭,1.21.56,▲,增有,傑出漢子,1.21.56,6.3
以戰常勝,05/19/24,676,4 60-40,田日 C 1200,好地,52,,131,1213,布,蔡,2,- 5 4,1,1/2,1.09.28,▲,河好運,四喜鳥,1.09.28,4
駿先生,05/19/24,675,5 40-0,田日 C 1200,好地,38,B,133,1048,田,賀,10,- 10 9,1,1 1/4,1.09.93,▲,智勝攻略,威力飛彈,1.09.93,6.6
合夥奔馳,05/15/24,674,3 80-60,谷夜 C3 1200,好地,76,X,132,1101,潘,呂,7,- 4 3,1,頭,1.09.87,▲,加州德至,太陽拍檔,1.09.87,2.8
砂漿金剛,05/15/24,673,4 60-40,谷夜 C3 1200,好地,50,X-VT,123,1056,鍾,東,11,- 3 2,1,2,1.10.60,▲,椒椒醒,背背龍,1.10.60,3.8
駟跑得,05/15/24,672,4 60-40,谷夜 C3 1650,好地,49,BT,125,1182,聲,廖,8,11 11 11,1,頸,1.40.70,▲,皇仁福星,冠寶駒,1.40.70,6.2
尋寶勇士,05/15/24,671,4 60-40,谷夜 C3 1000,好地,45,PH,121,1138,澤,柏,1,- 11 8,1,1/2,0.57.63,▲,極光彗星,開心馬,0.57.63,11
鑽石寶寶,05/15/24,670,4 60-40,谷夜 C3 1200,好地,43,T,119,1166,度,姚,6,- 2 2,1,1,1.10.37,▲,宇宙動力,五福星,1.10.37,7.2
極速滿貫,05/15/24,669,5 40-0,谷夜 C3 1650,好地,40,BT,135,1033,潘,黎,3,8 10 9,1,5 1/2,1.40.91,▲,最佳拍檔,勝利同盟,1.40.91,5.2
港林福將,05/15/24,668,3 80-60,谷夜 C3 1800,好地,68,,124,1228,梁,羅,3,1 1 1,1,3/4,1.49.18,▲,又龍串鳳,非惟僥倖,1.49.18,3.9
好如意,05/15/24,667,4 60-40,谷夜 C3 1650,好地,55,,126,1274,弘,鄭,9,4 3 3,1,頭,1.40.48,▲,我做到,超勁寶寶,1.40.48,5.6
日新月著,05/15/24,666,5 40-0,谷夜 C3 1200,好地,30,V,125,1067,布,賀,8,- 5 5,1,3/4,1.10.36,▲,快馬加鞭,鼓浪精綵,1.10.36,12
駿奕快車,05/11/24,665,3 80-60,田日 C 1200,好快,67,SW,126,1124,艾,姚,11,- 2 2,1,頸,1.09.55,▲,金發盛世,加州得力,1.09.55,8.3
旌鷹,05/11/24,664,4 60-40,田日 C 1400,好快,60,SW1T,135,1168,禮,姚,10,5 4 3,1,1/2,1.22.01,▲,金榜之星,信心星,1.22.01,36
金勝名駒,05/11/24,663,4 60-40,田日 C 1400,好快,58,HT,133,1035,董,賢,5,7 6 9,1,1 1/4,1.22.44,▲,怡昌奇兵,競駿天下,1.22.44,3.4
禪勝輝煌,05/11/24,662,2 100-80,田日 C 1600,好快,84,BX,119,1138,澤,呂,9,6 6 6,1,3/4,1.34.14,▲,亞機拉,笑哥兒,1.34.14,3.7
千杯敬典,05/11/24,661,4 60-40,田日 C 1200,好快,43,HX,116,1105,明,姚,8,- 1 1,1,頸,1.09.20,▲,遙遙領先,魯班精神,1.09.20,13
佳運發,05/11/24,660,4 60-40,田日 C 1200,好快,53,T,128,1144,綸,希,2,- 2 1,1,1/2,1.09.16,▲,安康萬里,全城帶勝,1.09.16,3.6
日就月將,05/11/24,659,4 60-35,泥日  1650,好泥,41,BX,120,1024,班,賀,9,9 10 7,1,鼻,1.39.22,▲,怪獸奇兵,妙算歡騰,1.39.22,28
嘉應獎昇,05/11/24,658,3 80-60,田日 C 1000,好快,62,,119,1246,度,賀,4,- 6 6,1,1/2,0.55.73,▲,水晶酒杯,怡心聲,0.55.73,3.2
大紅袍,05/11/24,657,3 80-60,泥日  1650,好泥,63,VN,116,1207,顯,羅,1,1 1 1,1,短頭,1.38.78,▲,木火兄弟,柏林探戈,1.38.78,6.5
勇冠群英,05/11/24,656,5 40-0,田日 C 1400,好地,37,BT,132,1050,綸,賢,6,2 3 2,1,3 1/2,1.21.63,▲,喜愛善,桃花多,1.21.63,5
撼天鐵翼,05/08/24,655,3 80-60,谷夜 BC 1200,好地,68,B,123,1161,班,韋,6,- 5 5,1,1 1/2,1.10.10,▲,時尚風趣,家樂龍駒,1.10.10,5
美麗歡聲,05/08/24,654,4 60-40,谷夜 BC 1650,好地,46,VT,122,1184,艾,東,6,2 2 2,1,1 1/4,1.41.26,▲,陸知,獎星,1.41.26,6.3
開心勇駒,05/08/24,653,3 80-60,谷夜 BC 1650,好地,69,T,121,1114,鍾,東,10,2 2 1,1,短頭,1.40.89,▲,久久為攻,赤兔猴王,1.40.89,10
波爾多,05/08/24,652,4 60-40,谷夜 BC 1800,好地,57,H,135,1093,艾,蔡,12,2 2 2,1,短頭,1.50.83,▲,龍船快,風雷暴,1.50.83,10
正氣青驅,05/08/24,651,4 60-40,谷夜 BC 1200,好地,59,H-T,135,1176,布,東,12,- 9 9,1,頸,1.11.45,▲,電訊飛車,隼閣,1.11.45,3.9
祥勝力駒,05/08/24,650,4 60-40,谷夜 BC 1200,好地,50,,125,1110,禮,韋,4,- 7 6,1,短頭,1.11.02,▲,九秒九,木火同明,1.11.02,12
天時明駒,05/08/24,649,5 40-0,谷夜 BC 1650,好地,26,T,121,1074,班,希,5,2 2 2,1,1 1/4,1.41.20,▲,飛騰騅,領航傳祺,1.41.20,6.4
新力,05/08/24,648,4 60-40,谷夜 BC 1200,好地,40,H,117,1087,田,鄭,7,- 3 3,1,1/2,1.10.03,▲,精益大師,飲杯,1.10.03,7
喜駿之星,05/08/24,647,5 40-0,谷夜 BC 1200,好地,37,T,129,1141,鍾,文,4,- 1 1,1,1 1/4,1.10.64,▲,精明勇駿,有你有我,1.10.64,4.4
飛輪步,05/05/24,646,3 80-60,田日 B 1400,好地,70,T,127,1165,布,容,12,2 2 2,1,短頭,1.22.00,▲,巴閉仔,晴王,1.22.00,10
嘉應高昇,05/05/24,645,2 100-80,田日 B 1200,好地,84,,119,1089,潘,希,5,- 2 2,1,2 1/2,1.08.81,▲,包裝必勝,華麗再勝,1.08.81,1.4
福國寶,05/05/24,644,3 80-60,泥日  1200,好泥,64,T,121,1205,田,賀,1,- 1 1,1,2,1.09.12,▲,勝意龍,凱旋時光,1.09.12,6.4
當年情,05/05/24,643,G3,田日 B 2400,好地,90,T,115,1000,紹,東,3,5 6 6,1,頸,2.25.46,▲,錶之五知,難以置信,2.25.46,22
美麗邂逅,05/05/24,642,4 60-40,田日 B 1400,好地,58,SWT,132,1160,艾,東,13,4 2 2,1,1,1.21.62,▲,勇霸龍,艾莉奧,1.21.62,71
唯美主義,05/05/24,641,4 60-40,田日 B 1600,好地,58,B,133,1041,潘,伍,10,13 11 9,1,頭,1.34.80,▲,英駿飛駒,春風萬里,1.34.80,10
天天同樂,05/05/24,640,4 60-40,田日 B 1000,好地,52,N1,126,1054,潘,羅,7,- 7 3,1,1 1/2,0.56.85,▲,萬事快,精英至尊,0.56.85,2.6
好勁力,05/05/24,639,3 80-55,田日 B 1800,好地,72,BX,127,1112,澤,呂,8,4 4 4,1,1/2,1.47.37,▲,東方飛影,明亮天下,1.47.37,6.1
寶麗生輝,05/05/24,638,4 60-35,泥日  1200,好泥,47,B,122,1049,田,希,2,- 3 3,1,1 3/4,1.09.42,▲,中華威威,大眾勝利,1.09.42,19
皇金風速,05/05/24,637,5 40-0,田日 B 2000,好黏,24,,123,1040,度,賢,6,1 1 1,1,3 1/4,2.03.13,▲,喜悅一生,綠登,2.03.13,6.9
超力量,05/05/24,636,新,田日 B 1000,好黏,-,SW1T,121,1054,潘,黎,6,- 4 4,1,1/2,0.57.67,▲,東昇鉞,聖托里尼,0.57.67,1.6
顏色大皇,05/01/24,635,3 80-60,谷夜 A 1200,好黏,80,T,130,1042,鍾,東,6,- 2 2,1,3,1.09.93,▲,太陽拍檔,加州德至,1.09.93,3.9
黃腳?,05/01/24,634,3 80-60,谷夜 A 1650,好黏,77,X,132,1199,森,呂,4,1 1 1,1,1/2,1.40.33,▲,浪漫老撾,喜旺駒,1.40.33,4.4
合夥奔馳,05/01/24,633,3 80-60,谷夜 A 1200,好黏,67,X,122,1096,潘,呂,6,- 2 2,1,1 1/2,1.10.40,▲,快搏,嘉應喝彩,1.10.40,3.4
銀進,05/01/24,632,4 60-40,谷夜 A 1650,好黏,56,HT,131,1097,澤,柏,11,10 10 9,1,頸,1.40.78,▲,富喜來,包裝至善,1.40.78,9.5
美麗緣分,05/01/24,631,4 60-40,谷夜 A 1200,好黏,45,SW-P1H1T,122,1209,潘,羅,4,- 2 2,1,1/2,1.10.66,▲,風中勁松,新幹線,1.10.66,5.9
有鴻利,05/01/24,630,4 60-40,谷夜 A 1200,好黏,60,V,135,1261,年,姚,8,- 2 2,1,頸,1.10.97,▲,納百川,神速馬車,1.10.97,12
喜勝威龍,05/01/24,629,5 40-0,谷夜 A 1650,好黏,29,BT,114,1119,弘,希,7,2 3 2,1,2 1/2,1.41.62,▲,贏盡天下,馬上旺,1.41.62,6.5
蟲草之凰,05/01/24,628,4 60-40,谷夜 A 1650,好黏,51,,118,1084,弘,葉,11,1 1 1,1,1 3/4,1.40.34,▲,勇晉當銳,果然得,1.40.34,5.4
謙謙君子,05/01/24,627,5 40-0,谷夜 A 1000,好黏,36,BT,130,1025,周,葉,2,- 6 4,1,頸,0.57.91,▲,勁無敵,月球,0.57.91,5.1
大才,04/28/24,626,3 80-60,田日 A 1200,黏地,62,H,121,1075,禮,葉,6,- 10 9,1,1,1.10.07,▲,占士德,同祥和順,1.10.07,29
旺旺神駒,04/28/24,625,2 105-80,田日 A 1400,黏地,81,T,114,1213,明,沈,12,7 5 4,1,短頭,1.22.33,▲,傑出漢子,馬林,1.22.33,12
浪漫勇士,04/28/24,624,G1,田日 A 2000,黏地,132,T,126,1178,麥,沈,10,5 7 7,1,頸,2.01.02,▲,先見,北橋,2.01.02,1.9
永遠美麗,04/28/24,623,G1,田日 A 1600,黏地,119,,126,1203,潘,蔡,11,1 1 1,1,1 1/2,1.34.52,▲,紅運帝王,遨遊氣泡,1.34.52,12
壯志凌雲,04/28/24,622,3 80-60,田日 A 1400,黏地,73,,129,1130,田,羅,14,1 1 1,1,頸,1.23.30,▲,獨步天下,滿歡笑,1.23.30,6.4
賢者無敵,04/28/24,621,G1,田日 A 1200,黏地,103,SW,126,1095,布,賀,5,- 4 3,1,1 1/2,1.09.33,▲,加州星球,綠族無限,1.09.33,6.9
球星,04/28/24,620,4 60-40,田日 A 1400,黏地,60,,135,1091,麥,希,2,5 3 2,1,3 3/4,1.22.64,▲,?路萬里,增強,1.22.64,6.1
鑽石星空,04/28/24,619,4 60-40,田日 A 1200,黏地,53,H,128,1183,田,徐,8,- 2 2,1,1 1/2,1.09.67,▲,輝煌精英,開心寶寶,1.09.67,4.3
話你知,04/28/24,618,3 80-60,田日 A 1600,黏地,68,T,123,1199,恩,柏,9,10 10 9,1,1 1/4,1.34.76,▲,遨遊武士,隱形翅膀,1.34.76,11
赤火驍龍,04/28/24,617,4 60-40,田日 A 2000,黏地,40,BT,117,1239,湯,賢,3,1 1 1,1,1 1/4,2.03.41,▲,夢照發,波爾多,2.03.41,11
港林福將,04/24/24,616,3 80-60,谷夜 C6 1800,好地,62,,120,1225,梁,羅,7,2 2 1,1,1/2,1.50.24,▲,柏林探戈,大千氣象,1.50.24,3.8
高份數,04/24/24,615,4 60-40,谷夜 C6 1200,好地,52,T,127,1103,潘,容,4,- 3 3,1,1 1/4,1.10.77,▲,進優自在,正氣青驅,1.10.77,2.7
多利神駒,04/24/24,614,4 60-40,谷夜 C6 1200,好地,57,T,132,1050,班,賢,2,- 4 4,1,3/4,1.10.31,▲,飛雲,鑽飾璀璨,1.10.31,3.6
我做到,04/24/24,613,4 60-40,谷夜 C6 1650,好地,52,HT,130,1067,禮,伍,2,3 3 4,1,1/2,1.40.77,▲,獎星,怪獸奇兵,1.40.77,7.8
電氣騎士,04/24/24,612,2 105-80,谷夜 C6 1000,好地,91,B,126,1195,布,韋,7,- 4 4,1,1 1/4,0.56.81,▲,人和家興,緊張大師,0.56.81,3.9
胡椒軍曹,04/24/24,611,4 60-40,谷夜 C6 1000,好地,50,,115,1172,弘,徐,2,- 5 5,1,頸,0.57.73,▲,運來勇士,精益大師,0.57.73,4
鑽石寶寶,04/24/24,610,5 40-0,谷夜 C6 1200,好地,38,T,133,1183,班,姚,5,- 1 1,1,1/2,1.10.61,▲,俏郎中,駿先生,1.10.61,6.2
勁叻仔,04/24/24,609,5 40-0,谷夜 C6 1800,好地,36,B-T,131,1082,紹,鄭,2,3 4 2,1,鼻,1.50.83,▲,上市魅力,天時明駒,1.50.83,8.4
美麗第一,04/24/24,608,3 80-60,谷夜 C6 1000,好地,73,T,130,1163,潘,伍,7,- 3 3,1,頭,0.56.62,▲,年少多好,連連有盈,0.56.62,2
仁心星,04/20/24,607,3 80-60,田日 C 1400,好地,60,B1T,117,1178,綸,柏,11,1 1 1,1,1 1/4,1.22.18,▲,潮州精神,手機錶霸,1.22.18,12
常拼常勇,04/20/24,606,2 100-75,田日 C 1800,好地,84,V,122,1123,度,姚,3,6 5 5,1,1 1/2,1.47.84,▲,自然力量,九五赤兔,1.47.84,7.7
實力派,04/20/24,605,3 80-60,田日 C 1200,好地,68,SW,126,1043,度,賀,10,- 9 6,1,頸,1.09.22,▲,愛馬善,樂滿貫,1.09.22,12
佳福駒,04/20/24,604,4 60-40,田日 C 1600,好地,49,BT,122,1226,田,巫,11,9 8 9,1,頭,1.35.78,▲,春風萬里,你知我得,1.35.78,11
八心之威,04/20/24,603,4 60-35,泥日  1200,好泥,42,BT,118,1141,年,韋,11,- 2 1,1,鼻,1.08.73,▲,火神神樂,大眾勝利,1.08.73,23
加非凡,04/20/24,602,4 60-40,泥日  1650,好泥,59,T,125,1079,弘,柏,3,5 5 4,1,頸,1.37.83,▲,活力多多,快快盈,1.37.83,4.7
萬事快,04/20/24,601,4 60-40,田日 C 1000,好地,53,BT,127,1170,森,姚,11,- 5 2,1,3/4,0.55.91,▲,紅逸舍,還看今朝,0.55.91,7.7
昇瀧駒,04/20/24,600,3 85-60,泥日  1200,好泥,77,,129,1191,田,廖,3,- 2 2,1,短頭,1.08.58,▲,花果猴王,福國寶,1.08.58,2
新力好,04/20/24,599,4 60-40,田日 C 1400,好地,50,T,123,1163,董,賢,6,1 1 1,1,3,1.21.56,▲,陸知,無敵勇士,1.21.56,6.3
飛騰騅,04/20/24,598,5 40-0,泥日  1650,好泥,29,E-V-X-T,124,1091,澤,柏,4,3 3 3,1,2 1/2,1.39.35,▲,鷹勇猴王,亞洲力量,1.39.35,4.2
飛漲,04/17/24,597,3 80-60,谷夜 C3 1650,好地,63,X,121,1128,班,韋,9,6 6 3,1,2,1.40.79,▲,赤兔猴王,川河首駒,1.40.79,8.5
都靈勇士,04/17/24,596,4 60-40,谷夜 C3 1650,好地,49,BX,125,1100,田,文,5,8 7 7,1,1,1.41.21,▲,銀進,駟跑得,1.41.21,6.3
八駿巨昇,04/17/24,595,3 80-60,谷夜 C3 1200,好地,75,HT,130,1161,鍾,東,4,- 1 1,1,4 1/4,1.09.83,▲,家樂龍駒,無限美麗,1.09.83,7.9
加州德至,04/17/24,594,4 60-40,谷夜 C3 1200,好地,58,T,134,1244,紹,巫,1,- 1 1,1,頸,1.09.91,▲,嘉應喝彩,精明勇駿,1.09.91,17
鈦易搵,04/17/24,593,3 80-60,谷夜 C3 1200,好地,68,T,114,1111,弘,柏,8,- 8 8,1,1 3/4,1.10.18,▲,撼天鐵翼,迎樂,1.10.18,4.8
躡景追飛,04/17/24,592,4 60-40,谷夜 C3 1800,好地,42,T,116,1021,鍾,沈,5,9 7 3,1,3/4,1.50.59,▲,金德義,領頭先駒,1.50.59,13
財駿,04/17/24,591,4 60-40,谷夜 C3 1200,好地,54,BT,127,1194,周,沈,6,- 7 6,1,頸,1.10.69,▲,大才,飛雲,1.10.69,6.7
北海盜,04/17/24,590,5 40-0,谷夜 C3 1650,好地,40,,135,1109,布,賀,5,4 4 4,1,3/4,1.40.89,▲,贏盡天下,無敵精英,1.40.89,2.2
輗多福,04/17/24,589,5 40-0,谷夜 C3 1000,好地,38,PHT,123,1264,弘,徐,6,- 1 1,1,2 3/4,0.57.26,▲,謙謙君子,鑽石寶寶,0.57.26,2.4
好勁力,04/14/24,588,3 80-60,田日 C 1600,好快,66,BX,125,1102,澤,呂,7,5 5 6,1,3/4,1.34.30,▲,久久為攻,手到再來,1.34.30,8.8
一定美麗,04/14/24,587,3 80-60,田日 C 1400,好快,62,PE,122,1188,年,蔡,3,4 3 3,1,頸,1.21.54,▲,金佰令,東方飛影,1.21.54,8.9
馬主雄風,04/14/24,586,4 60-40,田日 C 1400,好快,51,B-T1,127,1261,森,賢,8,11 10 6,1,1 3/4,1.21.57,▲,金榜之星,信心星,1.21.57,9.1
幸運遇見,04/14/24,585,2 100-80,田日 C 1200,好快,82,H-,119,1096,禮,希,2,- 1 1,1,1 3/4,1.08.56,▲,華麗再勝,飛鷹翱翔,1.08.56,3.5
魯班精神,04/14/24,584,4 60-40,田日 C 1200,好快,52,B1,128,1163,班,丁,10,- 2 2,1,頸,1.09.00,▲,佳運發,揚揚大道,1.09.00,38
精彩勇士,04/14/24,583,4 60-40,田日 C 1000,好快,54,SW-B2,128,1192,梁,希,13,- 2 2,1,鼻,0.56.51,▲,精明選擇,專家,0.56.51,7.5
安康萬里,04/14/24,582,4 60-40,田日 C 1200,好快,52,,127,1155,布,呂,10,- 9 8,1,1,1.09.01,▲,鑽石星空,千杯敬典,1.09.01,2.3
水晶酒杯,04/14/24,581,3 80-60,田日 C 1000,好快,72,BT,131,1231,澤,呂,10,- 3 2,1,頸,0.55.53,▲,星際快車,不可擋,0.55.53,2.7
金勝名駒,04/14/24,580,4 60-40,田日 C 1400,好快,50,HT,126,1031,董,賢,1,9 9 6,1,2 3/4,1.21.54,▲,翹?,競駿天下,1.21.54,4.3
全城帶勝,04/14/24,579,5 40-0,田日 C 1200,好地,36,H-SWT,131,1179,梁,巫,10,- 8 8,1,頸,1.09.72,▲,江南盛,駿先生,1.09.72,52
同得威,04/14/24,578,新,田日 C 1000,好地,-,,124,1130,周,丁,4,- 6 5,1,1,0.56.42,▲,超力量,聖托里尼,0.56.42,8.9
川河動駒,04/10/24,577,3 80-60,谷夜 BC 1200,好地,68,BT,123,1167,潘,沈,11,- 1 1,1,3/4,1.09.68,▲,顏色大皇,瑰麗人生,1.09.68,4.2
大學生,04/10/24,576,3 80-60,谷夜 BC 1650,好地,63,NXT,118,1232,董,韋,3,5 4 3,1,鼻,1.41.05,▲,極速奇兵,爭金奪冠,1.41.05,8.7
川河首駒,04/10/24,575,4 60-40,谷夜 BC 1650,好地,58,T,134,1147,布,柏,3,3 4 3,1,頸,1.41.74,▲,領創動力,耀寶駒,1.41.74,4.3
金莊令,04/10/24,574,4 60-40,谷夜 BC 1200,好地,47,,122,1082,田,姚,5,- 3 4,1,3/4,1.10.67,▲,晉神,電訊飛車,1.10.67,3.9
本領非凡,04/10/24,573,4 60-40,谷夜 BC 1650,好地,60,T,135,1018,紹,羅,12,12 12 8,1,1/2,1.40.54,▲,得意佳作,美麗歡聲,1.40.54,38
合夥奔馳,04/10/24,572,4 60-40,谷夜 BC 1200,好地,60,X,135,1111,潘,呂,6,- 2 2,1,1 1/4,1.10.33,▲,精明勇駿,伶俐驫駒,1.10.33,1.6
智取神駒,04/10/24,571,2 100-80,谷夜 BC 1650,好地,88,T,123,1070,潘,沈,5,3 4 4,1,短頭,1.39.31,▲,亞機拉,一先生,1.39.31,3.6
電子宇宙,04/10/24,570,4 60-40,谷夜 BC 1200,好地,53,T,128,1035,森,文,5,- 1 1,1,頸,1.10.10,▲,東方寶寶,欣感,1.10.10,9.3
樂捉鳥,04/10/24,569,5 40-0,谷夜 BC 2200,好地,36,T,131,1193,周,沈,5,4 5 6,1,頸,2.18.48,▲,國大合,豐盛多彩,2.18.48,7.3
十八掌門,04/07/24,568,3 80-60,田日 B 2000,好地,61,X-B,117,1125,度,沈,11,1 1 1,1,1/2,2.02.66,▲,難以置信,明亮天下,2.02.66,8.8
加州動員,04/07/24,567,4 60-40,田日 B 1600,好地,52,BT,128,1036,艾,東,7,2 3 3,1,3/4,1.36.04,▲,哈哈大笑,獎星,1.36.04,2.2
美麗同享,04/07/24,566,G2,田日 B 1600,好地,113,T,123,1043,艾,東,1,9 8 6,1,1 1/4,1.34.03,▲,永遠美麗,紅運帝王,1.34.03,4.6
金鑽貴人,04/07/24,565,G2,田日 B 1200,好地,132,,128,1205,布,文,7,- 9 8,1,1/2,1.09.17,▲,賢者無敵,威力奔騰,1.09.17,2
同祥和順,04/07/24,564,4 60-40,田日 B 1200,好地,53,,124,1179,森,廖,1,- 1 1,1,5 1/4,1.09.42,▲,球星,健康快車,1.09.42,2.6
綠族豐收,04/07/24,563,3 80-60,田日 B 1200,好地,69,BT,128,1234,布,呂,3,- 4 3,1,1 3/4,1.08.99,▲,加州得力,愛馬善,1.08.99,5.7
誠好運,04/07/24,562,4 60-40,田日 B 1400,好地,59,,135,1002,梁,羅,14,13 13 10,1,頸,1.22.12,▲,聚風雲,?路萬里,1.22.12,7.5
光年八十,04/07/24,561,3 80-60,田日 B 1200,好地,69,BT,128,1261,潘,容,3,- 1 1,1,1,1.08.98,▲,駿奕快車,嘉應獎昇,1.08.98,2
逐步贏,04/07/24,560,4 60-40,田日 B 2000,好地,46,CH,119,1158,明,伍,5,8 8 5,1,3/4,2.01.07,▲,赤火驍龍,永勝金駒,2.01.07,12
勇冠群英,04/07/24,559,5 40-0,田日 B 1400,好地,32,BT,127,1064,綸,賢,5,3 4 3,1,1/2,1.21.92,▲,喜愛善,怡昌勇士,1.21.92,4.4
獨角獸,04/03/24,558,3 85-60,泥夜  1650,好泥,68,PHT,118,1182,綸,柏,13,13 13 12,1,短頭,1.37.75,▲,都靈福星,魅影獵飛,1.37.75,19
年年友福,04/03/24,557,4 60-40,泥夜  1650,好泥,42,B,118,1187,湯,鄭,5,11 11 5,1,1,1.39.07,▲,加非凡,城中勇士,1.39.07,43
昇瀧駒,04/03/24,556,3 80-60,泥夜  1200,好泥,70,,126,1188,田,廖,6,- 1 1,1,3/4,1.07.94,▲,凱旋時光,時時滿意,1.07.94,2
魅力寶駒,04/03/24,555,2 100-80,泥夜  1200,好泥,92,P2,131,1178,度,蔡,3,- 6 4,1,1 1/4,1.08.36,▲,傑出漢子,晶晶日上,1.08.36,6.4
花果猴王,04/03/24,554,4 60-40,泥夜  1200,好泥,58,HT,130,1121,鍾,東,3,- 10 9,1,短頭,1.09.46,▲,實力哥,機械騎士,1.09.46,10
