馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
將王,05/28/23,699,G1,田日 A 2400,好地,117,N,126,1151,布,韋,5,5 5 4,1,頸,2.26.87,▲,浪漫勇士,錶之五知,2.26.87,9.3
駟跑得,05/28/23,698,4 60-40,田日 A 1400,好地,59,BT,135,1179,森,希,12,10 10 11,1,頭,1.21.99,▲,俠客行,馬林,1.21.99,67
?路神驊,05/28/23,697,4 60-40,田日 A 1400,好地,60,T,135,1029,潘,文,12,3 4 4,1,頸,1.21.79,▲,黃腳?,星河小子,1.21.79,5
營造組裝,05/28/23,696,4 60-40,田日 A 1200,好地,56,T,133,1150,澤,呂,2,- 5 3,1,1/2,1.09.85,▲,喜駿風采,你知我得,1.09.85,3
勝不驕,05/28/23,695,2 100-80,田日 A 1000,好地,94,SW,132,1158,潘,呂,6,- 3 3,1,3/4,0.56.07,▲,當家精神,日日型,0.56.07,7.4
投資有利,05/28/23,694,5 40-0,田日 A 1200,好地,32,T,127,1115,聲,韋,2,- 6 6,1,2 1/2,1.09.77,▲,順利取勝,陽光傳奇,1.09.77,3.8
包裝旋風,05/28/23,693,3 80-60,田日 A 2000,好地,69,T,127,998,班,柏,1,2 3 3,1,頭,2.03.05,▲,驚喜,三江飛輪,2.03.05,2.8
獎金大少,05/28/23,692,新,田日 A 1200,好地,-,B,126,1082,潘,伍,10,- 2 1,1,3/4,1.10.72,▲,好勁力,禪勝輝煌,1.10.72,9.5
總理,05/24/23,691,3 80-60,谷夜 C3 1650,好地,76,,131,1158,梁,姚,5,5 5 5,1,3/4,1.40.35,▲,怪獸奇兵,十八掌,1.40.35,7.9
其藝先鋒,05/24/23,690,3 80-60,谷夜 C3 1200,好地,61,T,118,1208,森,丁,5,- 3 2,1,頭,1.09.82,▲,傑出漢子,有主意,1.09.82,8.1
上校,05/24/23,689,4 60-40,谷夜 C3 1200,好地,41,V,114,1166,顯,姚,1,- 1 1,1,頭,1.09.96,▲,勇眼光,樂加福,1.09.96,5.2
四季醒,05/24/23,688,3 80-60,谷夜 C3 1000,好地,68,BT,125,1109,潘,黎,3,- 5 5,1,短頭,0.56.85,▲,人和家興,浪茄仔,0.56.85,1.8
旅英福星,05/24/23,687,4 60-40,谷夜 C3 1650,好地,49,BT,125,1035,森,呂,7,1 1 1,1,2 1/4,1.40.17,▲,勁叻仔,獨角獸,1.40.17,6.5
紅衣火旺,05/24/23,686,4 60-40,谷夜 C3 1200,好地,47,HT,124,1166,紹,羅,3,- 3 3,1,頭,1.10.14,▲,勇威神駒,友心友型,1.10.14,6.8
金寶,05/24/23,685,4 60-40,谷夜 C3 1650,好地,56,B1T,132,1101,班,柏,9,1 1 1,1,1 1/2,1.40.43,▲,對衡之星,勁快聯盟,1.40.43,69
天外驚天,05/24/23,684,5 40-0,谷夜 C3 1000,好地,38,SW-B2T,134,1187,戴,希,2,- 7 4,1,頸,0.57.40,▲,佳尊三,友誼至佳,0.57.40,7.7
生生福運,05/24/23,683,5 40-0,谷夜 C3 2200,好地,18,,116,1026,紹,徐,3,9 5 1,1,2 1/4,2.16.11,▲,全才,富存鉅星,2.16.11,5.6
紅愛舍,05/21/23,682,3 80-60,田日 C 1400,好地,71,SW-H1T,126,1166,綸,文,10,12 12 10,1,頸,1.21.40,▲,神虎龍駒,天天得樂,1.21.40,69
自勝者強,05/21/23,681,2 100-80,田日 C 1600,好地,94,,134,1153,潘,蔡,7,6 6 5,1,頸,1.34.22,▲,九五赤兔,縱橫天下,1.34.22,2.5
幸運遇見,05/21/23,680,3 80-60,田日 C 1200,好地,62,,119,1084,田,希,6,- 1 1,1,3/4,1.09.18,▲,明心知遇,爵登,1.09.18,2.2
嘉應精神,05/21/23,679,3 80-60,田日 C 1000,好地,67,BT,120,1161,明,沈,11,- 1 1,1,1/2,0.55.51,▲,日日型,怡心聲,0.55.51,6.3
金發銀發,05/21/23,678,4 60-40,田日 C 1400,好地,58,B,133,1170,澤,呂,7,7 6 6,1,短頭,1.21.74,▲,勤德威力,一舖縱橫,1.21.74,10
巴基之友,05/21/23,677,4 60-40,田日 C 1800,好地,41,T,115,1069,明,賢,11,1 1 1,1,1/2,1.49.07,▲,周遊列國,年年友福,1.49.07,11
喜悅精靈,05/21/23,676,4 60-40,田日 C 1600,好地,46,B,121,1207,聲,賀,5,8 7 5,1,3/4,1.35.55,▲,發財大師,幸運雄威,1.35.55,10
燈?王子,05/21/23,675,5 40-0,田日 C 1600,好地,40,HT,135,980,潘,葉,11,8 9 9,1,3/4,1.35.87,▲,無敵精英,競駿無敵,1.35.87,4.6
實現夢想,05/21/23,674,4 60-40,田日 C 1000,好地,52,,128,1277,澤,羅,1,- 2 1,1,5 1/4,0.55.14,▲,威妙星,團結精神,0.55.14,3.6
連連勝利,05/21/23,673,4 60-40,田日 C 1200,好地,42,,116,1054,明,蔡,4,- 1 1,1,3,1.09.27,▲,逐夢年代,福星,1.09.27,8.2
八駿巨昇,05/17/23,672,3 80-60,谷夜 BC 1200,好地,63,HT,112,1176,鍾,東,1,- 1 1,1,2 1/2,1.09.39,▲,雅典武士,越駿知己,1.09.39,5.9
伊臣,05/17/23,671,2 105-80,谷夜 BC 1200,好地,84,VT,119,1138,度,羅,9,- 10 9,1,短頭,1.09.53,▲,嫡愛心,和氣生財,1.09.53,17
百勝名駒,05/17/23,670,3 80-60,谷夜 BC 1800,好地,77,B,132,1152,澤,呂,6,3 2 2,1,短頭,1.49.27,▲,黑桃火箭,天池怪俠,1.49.27,5.3
心想事成,05/17/23,669,4 60-40,谷夜 BC 1200,好地,53,BT,129,1233,聲,高,12,- 1 1,1,1 1/4,1.10.17,▲,飛騰騅,南區旺,1.10.17,8.2
令才,05/17/23,668,4 60-40,谷夜 BC 1000,好地,55,VT,131,1064,聲,伍,1,- 2 2,1,3/4,0.57.27,▲,奇寶,輗多福,0.57.27,8
星運明爵,05/17/23,667,4 60-40,谷夜 BC 1650,好地,56,,132,1122,嘉,柏,4,1 1 1,1,2 1/4,1.40.46,▲,樂捉鳥,管之友,1.40.46,15
電子宇宙,05/17/23,666,4 60-40,谷夜 BC 1200,好地,56,T,132,1009,布,文,8,- 1 1,1,3 1/4,1.10.29,▲,祥華孝寬,健康心靈,1.10.29,5.4
浪漫老撾,05/17/23,665,4 60-40,谷夜 BC 1650,好地,59,HT,135,1151,潘,黎,2,5 5 5,1,3/4,1.39.57,▲,成才,勇進齊心,1.39.57,1.6
合金皇,05/17/23,664,5 40-0,谷夜 BC 1200,好地,28,V,125,1104,班,丁,1,- 3 2,1,3/4,1.09.87,▲,精算其然,飛躍凱旋,1.09.87,6.4
陽明天空,05/13/23,663,3 80-60,田日 C 1600,黏地,62,,118,1125,澤,呂,5,5 5 6,1,頸,1.37.15,▲,桃花雲,無心睡眠,1.37.15,6.3
勇敢夢想,05/13/23,662,3 80-60,田日 C 1400,黏地,70,T,127,1088,布,東,4,10 9 5,1,1/2,1.24.24,▲,加州偟者,魅力一心,1.24.24,13
知道再勝,05/13/23,661,3 80-60,田日 C 1200,黏地,75,B1T,130,1302,周,沈,1,- 4 1,1,1 1/2,1.10.99,▲,你知我拼,威力奔騰,1.10.99,11
紅運帝王,05/13/23,660,1 110-85,田日 C 1400,黏地,90,,116,1101,度,蔡,13,8 3 3,1,1 3/4,1.22.96,▲,永遠美麗,?路之星,1.22.96,5.4
港林福將,05/13/23,659,4 60-40,田日 C 1400,黏地,50,,125,1221,梁,羅,2,5 5 3,1,1 1/2,1.23.73,▲,領航傳祺,太陽拍檔,1.23.73,9.9
川河冠駒,05/13/23,658,4 60-40,田日 C 1400,黏地,58,,125,1043,弘,柏,10,14 14 13,1,2 1/2,1.23.88,▲,是必飛飛,北海盜,1.23.88,8.6
閃電烈馬,05/13/23,657,4 60-40,田日 C 1000,好黏,51,B-,127,1192,年,葉,11,- 1 1,1,短頭,0.56.66,▲,龍城強將,海豚星,0.56.66,10
步履如風,05/13/23,656,4 60-40,田日 C 1200,好黏,60,,135,1130,潘,容,10,- 1 1,1,頸,1.10.58,▲,都柏名駒,萬事快,1.10.58,5.4
揚揚大道,05/13/23,655,4 60-40,田日 C 1200,好黏,53,VT,129,1175,紹,羅,3,- 7 5,1,頸,1.10.09,▲,佳運發,烈火駿馬,1.10.09,2.8
巴基之友,05/13/23,654,5 40-0,田日 C 1800,好黏,36,T,131,1066,潘,賢,6,3 5 4,1,1 1/4,1.49.91,▲,紅麗舍,從所願,1.49.91,4.7
爽快,05/10/23,653,2 105-80,泥夜  1650,好泥,84,B,120,1113,兆,羅,5,3 3 1,1,1,1.37.02,▲,盈嵐,勝意龍,1.37.02,2.3
烈風,05/10/23,652,3 80-60,泥夜  1650,好泥,73,C,132,1100,度,蔡,5,2 5 3,1,4,1.37.16,▲,魅影獵飛,雪山神駒,1.37.16,4.8
晶晶日上,05/10/23,651,3 80-60,泥夜  1200,好泥,69,B,124,1182,潘,容,4,- 1 1,1,3/4,1.07.98,▲,八心八箭,閃電,1.07.98,1.5
名門望族,05/10/23,650,4 60-40,泥夜  1200,好泥,55,NXT,130,1144,班,丁,6,- 11 11,1,1 1/4,1.08.68,▲,有鴻利,駿皇星,1.08.68,12
威武勇駒,05/10/23,649,4 60-40,泥夜  1800,好泥,45,,120,1076,潘,賀,1,6 7 3,1,1/2,1.47.46,▲,妙算歡騰,華卓晴,1.47.46,6.5
幸運勝駒,05/10/23,648,5 40-0,泥夜  1650,好泥,34,BT,123,1186,鍾,丁,1,1 1 1,1,2 3/4,1.38.87,▲,雷霆戰駒,善財到喇,1.38.87,7.6
泉龍駒,05/10/23,647,4 60-40,泥夜  1200,好泥,59,BXT,134,1116,潘,丁,10,- 7 6,1,短頭,1.09.03,▲,型到爆,顏色王子,1.09.03,7.4
友盈友福,05/10/23,646,5 40-0,泥夜  1200,好泥,37,BN,133,1137,年,鄭,3,- 2 1,1,2 1/4,1.08.59,▲,澳華威威,天外驚天,1.08.59,5.2
志勝時機,05/07/23,645,3 85-60,田日 B 1400,軟地,70,B,123,1079,度,蔡,10,4 5 2,1,2 1/2,1.23.43,▲,縱橫天下,一定美麗,1.23.43,35
萬里飛至,05/07/23,644,3 80-60,田日 B 1000,軟地,70,T,125,1088,紹,賢,13,- 11 6,1,頸,0.57.07,▲,怡心聲,合夥雄心,0.57.07,10
直線力山,05/07/23,643,G3,田日 B 2400,軟地,94,,117,1110,澤,柏,2,6 5 4,1,頸,2.30.72,▲,知足常樂,自然力量,2.30.72,2.1
能文能武,05/07/23,642,4 60-40,田日 B 1400,軟地,46,B,121,1184,澤,呂,14,1 1 1,1,3/4,1.25.16,▲,愛馬善,小刺蛋,1.25.16,17
金馳,05/07/23,641,2 100-80,田日 B 1200,軟地,86,,123,1045,潘,蔡,8,- 5 4,1,2 3/4,1.10.96,▲,夢想成金,緊張大師,1.10.96,1.4
揚揚大道,05/07/23,640,4 60-40,田日 B 1200,軟地,48,VT,123,1182,紹,羅,13,- 12 9,1,1,1.11.73,▲,水晶酒杯,閃得快,1.11.73,11
發財大師,05/07/23,639,4 60-40,田日 B 1600,軟地,51,T,127,1232,澤,伍,11,11 13 13,1,1 1/2,1.38.41,▲,??領先,健康第一,1.38.41,10
包裝旋風,05/07/23,638,3 80-55,田日 B 2000,軟地,63,T,120,988,班,柏,10,6 6 6,1,鼻,2.04.77,▲,連連行運,勁駒,2.04.77,5.5
精算謀略,05/07/23,637,4 60-40,田日 B 1200,軟地,53,,129,1147,潘,蔡,10,- 8 7,1,頸,1.12.17,▲,營造組裝,勇眼光,1.12.17,2.8
競駿天下,05/07/23,636,5 40-0,田日 B 1400,好黏,36,P-H-,131,1191,澤,希,6,4 4 3,1,5 1/4,1.23.98,▲,創高峰,美麗新星,1.23.98,5.2
禪勝輝煌,05/07/23,635,新,田日 B 1000,好地,-,X1,126,1158,森,呂,5,- 4 2,1,1,0.56.92,▲,耀寶駒,好勁力,0.56.92,11
雪勇神駒,05/03/23,634,3 80-60,谷夜 A 1200,好地,77,T,135,1107,布,沈,6,- 9 9,1,1,1.09.91,▲,加州一寶,大才,1.09.91,4.3
又龍串鳳,05/03/23,633,3 80-60,谷夜 A 1650,好地,74,HT,124,1050,鍾,東,12,2 3 3,1,1/2,1.40.17,▲,喜蓮勇感,二雋,1.40.17,31
勝神威,05/03/23,632,3 80-60,谷夜 A 1200,好地,67,XT,124,1120,潘,黎,2,- 8 9,1,頸,1.09.93,▲,勇創派對,撼天鐵翼,1.09.93,1.6
有財有勢,05/03/23,631,4 60-40,谷夜 A 1200,好地,56,,131,1062,年,蔡,2,- 6 6,1,頸,1.10.53,▲,闖一,樂加福,1.10.53,7
中華叻叻,05/03/23,630,4 60-40,谷夜 A 1650,好地,42,,117,1079,兆,徐,5,6 5 5,1,短頭,1.40.48,▲,精彩生活,成才,1.40.48,47
萬眾開心,05/03/23,629,4 60-40,谷夜 A 1200,好地,50,PT,126,1109,潘,黎,7,- 2 2,1,短頭,1.10.42,▲,祥華孝寬,同盟力量,1.10.42,3.2
爆谷,05/03/23,628,4 60-40,谷夜 A 1650,好地,58,HT,126,1014,鍾,東,1,4 4 3,1,3/4,1.40.72,▲,皇者驕傲,美麗攻略,1.40.72,11
旺鋪永勝,05/03/23,627,5 40-0,谷夜 A 1200,好地,33,BHT,128,1252,布,東,6,- 6 6,1,頸,1.10.70,▲,飛騰騅,天天智庫,1.10.70,5.6
博愛之光,05/03/23,626,5 40-0,谷夜 A 1800,好地,39,HT,134,1043,聲,丁,12,12 12 1,1,3/4,1.50.01,▲,又享耆成,威力星,1.50.01,12
永遠美麗,04/30/23,625,2 105-80,田日 A 1400,好地,99,,133,1182,潘,蔡,10,7 7 6,1,短頭,1.21.44,▲,?路之星,自勝者強,1.21.44,2.2
非凡之星,04/30/23,624,3 80-60,田日 A 1400,好地,73,HT,131,1032,森,賢,7,1 1 1,1,頸,1.23.28,▲,特別美麗,好拍檔,1.23.28,17
浪漫勇士,04/30/23,623,G1,田日 A 2000,好地,130,T,126,1159,麥,沈,4,3 3 2,1,2,2.01.92,▲,先見,譽滿杜拜,2.01.92,1.6
金鎗六十,04/30/23,622,G1,田日 A 1600,好地,131,,126,1115,澤,呂,6,4 3 2,1,1 1/2,1.33.34,▲,美麗同享,加州星球,1.33.34,1.4
桃花雲,04/30/23,621,3 80-60,田日 A 1600,好地,74,T,132,1037,田,東,10,11 13 13,1,3/4,1.34.84,▲,隱形翅膀,晴王,1.34.84,6.5
金鑽貴人,04/30/23,620,G1,田日 A 1200,好地,130,,126,1200,潘,文,6,- 2 2,1,3 1/4,1.08.38,▲,速遞奇兵,福逸,1.08.38,1.2
赤兔猴王,04/30/23,619,4 60-40,田日 A 1400,好地,54,T,130,1092,紹,東,1,4 4 3,1,1 1/4,1.23.23,▲,威力飛彈,川河冠駒,1.23.23,3
明心知遇,04/30/23,618,3 80-60,田日 A 1200,好地,63,,121,1099,嘉,蔡,9,- 4 3,1,3/4,1.09.44,▲,還看今朝,旺旺神駒,1.09.44,28
幸運遇見,04/30/23,617,4 60-40,田日 A 1200,好地,53,,129,1088,田,希,1,- 3 4,1,2 1/2,1.09.34,▲,堅又威,美麗緣分,1.09.34,5.9
包裝旋風,04/30/23,616,4 60-40,田日 A 2000,好地,58,T,135,984,拉,柏,11,6 7 4,1,頸,2.03.79,▲,一舖到位,縱橫十六,2.03.79,9
嫡愛心,04/26/23,615,2 105-80,谷夜 C6 1200,好地,87,,118,1161,田,蔡,5,- 7 7,1,頸,1.08.82,▲,心之行,巴薩諾瓦,1.08.82,1.7
人和家興,04/26/23,614,3 80-60,谷夜 C6 1000,好地,67,B2T,122,1181,梁,希,4,- 2 2,1,1/2,0.56.76,▲,四季醒,風雷電,0.56.76,5.6
小霸王,04/26/23,613,3 80-60,谷夜 C6 1200,好地,67,O,120,1185,周,容,4,- 5 4,1,3,1.09.07,▲,博望坡,至尊高飛,1.09.07,2
當年情,04/26/23,612,3 80-60,谷夜 C6 1800,好地,77,HT,132,1006,潘,東,2,6 6 6,1,頸,1.48.84,▲,天寅合一,悅風雲,1.48.84,3.2
天分高,04/26/23,611,4 60-40,谷夜 C6 1000,好地,43,CHT,118,1031,度,柏,5,- 2 2,1,頭,0.56.91,▲,輗多福,超額認購,0.56.91,5.9
聰明導彈,04/26/23,610,4 60-35,谷夜 C6 1650,好地,59,T,135,1095,布,柏,2,7 7 6,1,1/2,1.40.45,▲,浪漫老撾,贏科超影,1.40.45,4.2
電訊飛車,04/26/23,609,4 60-40,谷夜 C6 1200,好地,56,,131,1152,田,徐,2,- 5 5,1,3/4,1.09.87,▲,長發,高高,1.09.87,4.7
錢多多,04/26/23,608,4 60-40,谷夜 C6 1200,好地,50,B,125,1098,森,希,2,- 8 7,1,1,1.09.83,▲,福滿寶,皇帝英明,1.09.83,3.6
極速滿貫,04/26/23,607,5 40-0,谷夜 C6 1650,好地,40,BT,135,1006,梁,黎,10,10 10 9,1,1/2,1.40.27,▲,恆駿之寶,紅褲之王,1.40.27,18
直線力山,04/23/23,606,2 100-80,田日 C 1800,好地,84,,120,1104,澤,柏,7,8 6 4,1,3 1/4,1.47.30,▲,知足常樂,魅力知遇,1.47.30,5.6
美麗喝采,04/23/23,605,3 80-60,田日 C 1400,好地,62,P-HXT,119,1193,班,韋,2,6 5 3,1,1/2,1.21.99,▲,日日美麗,實力派,1.21.99,20
夢巴黎,04/23/23,604,3 80-60,田日 C 1200,好地,64,SW-,121,1183,明,何,6,- 1 1,1,頭,1.10.20,▲,以戰得勝,電子傳奇,1.10.20,28
馬林,04/23/23,603,4 60-40,田日 C 1400,好地,52,SW1H,127,1307,班,韋,8,6 6 6,1,3/4,1.22.71,▲,寶麗生輝,健康之星,1.22.71,7.8
年少有威,04/23/23,602,3 85-60,泥日  1200,好泥,71,NT,122,1204,澤,羅,5,- 2 2,1,2 3/4,1.08.07,▲,晶晶日上,魅影獵飛,1.08.07,4.7
大眾勝利,04/23/23,601,4 60-40,泥日  1200,好泥,57,HT,132,1132,布,羅,10,- 11 11,1,頸,1.09.53,▲,勝利同盟,豐彩華庭,1.09.53,7.2
佐治勇駒,04/23/23,600,4 60-35,田日 C 1600,好地,54,XT,129,1141,潘,伍,9,9 9 10,1,2 1/4,1.35.59,▲,得勝多,競駿翩翩,1.35.59,2.3
海豚星,04/23/23,599,4 60-40,田日 C 1000,好地,48,,123,1212,波,徐,11,- 1 2,1,頸,0.57.51,▲,添開心,寶安威,0.57.51,26
藍海鐵騎,04/23/23,598,4 60-35,泥日  1650,好泥,43,HT,118,1071,田,沈,7,2 2 2,1,頸,1.41.12,▲,快錢,華卓晴,1.41.12,27
爽快,04/23/23,597,3 85-60,泥日  1650,好泥,77,B,134,1107,兆,羅,5,2 2 2,1,2,1.39.02,▲,烈風,皮具之星,1.39.02,1.8
雪勇神駒,04/19/23,596,3 80-60,谷夜 C3 1200,好地,70,T,126,1120,布,沈,7,- 8 8,1,頸,1.09.87,▲,勇敢巨星,運高八斗,1.09.87,7.6
陸知,04/19/23,595,4 60-40,谷夜 C3 1650,好地,58,HT,135,1181,澤,黎,9,6 6 3,1,4,1.40.59,▲,喜蓮慧星,精彩非凡,1.40.59,4
怡勁力,04/19/23,594,3 80-60,谷夜 C3 1200,好地,67,VT,123,1186,潘,黎,4,- 2 2,1,2,1.09.82,▲,祥勝霸駒,魅力寶駒,1.09.82,2.1
旅英福星,04/19/23,593,4 60-40,谷夜 C3 1650,好地,43,BT,119,1023,周,呂,2,3 3 3,1,1,1.40.77,▲,但求快活,勁叻仔,1.40.77,6.2
勝利才子,04/19/23,592,4 60-40,谷夜 C3 1200,好地,58,V,129,1254,熙,柏,3,- 4 4,1,3/4,1.09.68,▲,財駿,勇眼光,1.09.68,6.4
高明駿將,04/19/23,591,4 60-40,谷夜 C3 1200,好地,58,B,133,1052,澤,呂,5,- 6 5,1,頭,1.09.77,▲,旅遊高球,得意佳作,1.09.77,6.9
怪獸奇兵,04/19/23,590,3 80-60,谷夜 C3 1650,好地,64,T,120,1167,紹,文,7,2 1 1,1,頸,1.39.92,▲,百勝名駒,又龍串鳳,1.39.92,6.9
陽光傳奇,04/19/23,589,5 40-0,谷夜 C3 1200,好地,33,B-X-SW2,128,1119,梁,羅,4,- 9 9,1,頭,1.10.07,▲,皇龍帝國,投資有利,1.10.07,6.9
威武勇駒,04/19/23,588,5 40-0,谷夜 C3 1800,好地,38,,135,1070,潘,賀,5,9 9 5,1,2,1.49.30,▲,馬主星輝,獵狐者威,1.49.30,3.7
隱形翅膀,04/15/23,587,3 80-60,田日 C 1600,好地,68,B,124,1077,度,姚,13,10 9 3,1,頸,1.35.45,▲,越駿歡欣,桃花雲,1.35.45,10
維港智能,04/15/23,586,2 100-80,田日 C 1200,好地,93,T,128,1082,潘,沈,9,- 1 1,1,1/2,1.08.80,▲,嫡愛心,東方飛影,1.08.80,1.9
超級龍珠,04/15/23,585,3 80-60,田日 C 1400,好地,64,T,119,1118,潘,容,1,5 5 6,1,1 1/4,1.22.12,▲,彩虹千里,總理,1.22.12,2.1
天外飛天,04/15/23,584,4 60-40,田日 C 1400,好地,56,BT,131,1104,森,希,6,3 3 3,1,1/2,1.21.95,▲,順勢贏,金鼓齊昇,1.21.95,8.4
龍船快,04/15/23,583,4 60-40,田日 C 1800,好地,43,BT,119,1086,澤,呂,9,2 2 2,1,1,1.47.91,▲,金德義,興高采烈,1.47.91,15
無敵勇士,04/15/23,582,4 60-40,田日 C 1400,好地,52,B,122,1246,熙,文,13,2 2 2,1,1/2,1.22.14,▲,赤兔猴王,佐治勇駒,1.22.14,54
金馳,04/15/23,581,3 80-60,田日 C 1200,好地,76,,135,1045,潘,蔡,6,- 6 6,1,1 3/4,1.08.94,▲,金莊令,凱旋時光,1.08.94,1.3
大紅心,04/15/23,580,5 40-0,田日 C 1400,好地,33,,129,1049,布,葉,7,14 13 6,1,3/4,1.22.62,▲,美麗新星,友盈友福,1.22.62,3.5
金鎗武士,04/15/23,579,4 60-40,田日 C 1200,好地,52,BT,127,1203,澤,呂,6,- 9 8,1,鼻,1.09.85,▲,鑽飛龍,陽光勇士,1.09.85,21
創高峰,04/15/23,578,5 40-0,田日 C 1400,好地,27,B,122,1210,聲,韋,12,1 1 1,1,2,1.22.51,▲,當家信心,耀力之城,1.22.51,6.2
量化歡騰,04/12/23,577,3 80-60,谷夜 BC 1200,好地,72,BT,129,1160,森,韋,3,- 1 1,1,短頭,1.09.79,▲,凌厲,怡勁力,1.09.79,6
安遇,04/12/23,576,2 100-80,谷夜 BC 1650,好地,83,T,120,1138,梁,文,6,4 4 3,1,1,1.39.08,▲,幸福至上,觔斗雲,1.39.08,5.9
樂加福,04/12/23,575,4 60-40,谷夜 BC 1200,好地,44,B,119,1061,班,韋,4,- 4 4,1,短頭,1.09.84,▲,電子宇宙,謙謙君子,1.09.84,9.5
十八掌,04/12/23,574,4 60-40,谷夜 BC 1650,好地,56,B1,131,1189,澤,沈,8,5 6 6,1,1 1/4,1.39.82,▲,精彩生活,美麗攻略,1.39.82,11
浪茄仔,04/12/23,573,4 60-40,谷夜 BC 1000,好地,58,T,126,1050,鍾,東,5,- 5 7,1,頸,0.57.17,▲,育成精彩,緣途有您,0.57.17,6
亞洲籐王,04/12/23,572,3 80-60,谷夜 BC 1650,好地,61,BXT,118,1133,田,黎,5,7 7 7,1,頸,1.39.84,▲,馬爾代夫,忠誠駒,1.39.84,4.9
心想事成,04/12/23,571,4 60-40,谷夜 BC 1200,好地,47,BT,122,1229,森,高,9,- 1 1,1,1,1.09.79,▲,木火同明,鼓浪精綵,1.09.79,8.6
鵲橋飛渡,04/12/23,570,5 40-0,谷夜 BC 1650,好地,27,BT,122,1109,紹,賢,4,1 1 1,1,短頭,1.40.68,▲,蟲草之凰,果然駿,1.40.68,17
自然力量,04/12/23,569,3 80-55,谷夜 BC 2200,好地,69,B,126,1116,田,姚,3,7 7 6,1,1 3/4,2.15.83,▲,高瞻遠矚,勁駒,2.15.83,2.2
神虎龍駒,04/09/23,568,3 80-60,田日 B 1400,好地,61,,118,1018,澤,伍,9,10 9 7,1,3/4,1.22.36,▲,實力派,日日友,1.22.36,11
紅運帝王,04/09/23,567,2 100-80,田日 B 1400,好地,84,,119,1101,潘,蔡,6,7 8 7,1,頭,1.21.87,▲,佳運財,九五赤兔,1.21.87,1.7
加州星球,04/09/23,566,G2,田日 B 1600,好地,129,T,128,1185,潘,東,2,2 2 2,1,1/2,1.34.17,▲,發財先鋒,美麗同享,1.34.17,1.2
金鑽貴人,04/09/23,565,G2,田日 B 1200,好地,130,,128,1189,潘,文,4,- 3 3,1,1,1.09.15,▲,福逸,八仟師,1.09.15,1.2
開心高球,04/09/23,564,4 60-40,田日 B 1200,好地,56,,131,1193,布,羅,1,- 7 6,1,1 1/2,1.10.05,▲,萬事靚,龍之心,1.10.05,2.7
英雄豪傑,04/09/23,563,3 85-60,田日 B 1000,好地,85,VT,135,1195,布,文,11,- 8 4,1,1 3/4,0.57.10,▲,加州得力,精彩勇士,0.57.10,2
聚風雲,04/09/23,562,4 60-40,田日 B 1600,好地,56,VX,134,1100,聲,丁,4,5 4 5,1,鼻,1.35.24,▲,一絕,??領先,1.35.24,4.1
華卓晴,04/09/23,561,4 60-35,泥日  1800,好泥,55,PHT,130,1055,布,蔡,7,3 4 4,1,1 1/4,1.48.15,▲,發財秘笈,豐盛多彩,1.48.15,2.4
紅逸舍,04/09/23,560,4 60-40,田日 B 1000,好地,52,X1T1,128,1103,潘,黎,7,- 5 5,1,2 1/4,0.56.84,▲,幸運遇見,萬事快,0.56.84,2.5
雷霆戰駒,04/09/23,559,5 40-0,泥日  1650,好泥,33,T,128,1117,布,柏,5,5 5 4,1,1 1/4,1.39.72,▲,旅遊達人,金津一號,1.39.72,3
鈦易搵,04/09/23,558,新,田日 B 1000,好地,-,T1,126,1109,澤,柏,6,- 3 2,1,1 1/2,0.58.16,▲,富喜來,獎金大少,0.58.16,2.5
紫雲冰,04/06/23,557,3 80-60,谷夜 A 1200,好黏,74,T,129,1166,聲,柏,9,- 11 9,1,短頭,1.10.71,▲,勝神威,人和家興,1.10.71,6.7
小霸王,04/06/23,556,4 60-40,谷夜 A 1200,好黏,58,O,132,1179,周,容,3,- 6 5,1,1 1/4,1.10.87,▲,一舖縱橫,錢多多,1.10.87,2.6
喜蓮勇感,04/06/23,555,3 80-60,谷夜 A 1650,好地,67,X1T,123,1207,潘,沈,9,5 5 6,1,短頭,1.40.41,▲,黑桃火箭,飛馬將軍,1.40.41,4.6
國士無雙,04/06/23,554,4 60-40,谷夜 A 1200,好地,59,BT,135,1123,度,柏,4,- 5 5,1,1/2,1.10.08,▲,勇威神駒,晉神,1.10.08,6.1
二雋,04/06/23,553,3 80-60,谷夜 A 1650,好地,73,PHT,131,1041,潘,蔡,1,6 6 5,1,頸,1.40.45,▲,百勝名駒,久久為攻,1.40.45,2.4
星運明爵,04/06/23,552,4 60-40,谷夜 A 1650,好地,51,,126,1127,嘉,柏,1,3 5 3,1,1 1/2,1.40.27,▲,紅麗舍,贏盡天下,1.40.27,9.9
勁快聯盟,04/06/23,551,4 60-40,谷夜 A 1650,好地,53,SWT,129,1071,度,伍,1,2 2 1,1,1/2,1.40.58,▲,機緣巧俠,峰爭,1.40.58,7.7
佳尊三,04/06/23,550,5 40-0,谷夜 A 1000,好地,34,PT,129,1094,聲,賢,12,- 1 1,1,1/2,0.57.18,▲,創福威,豹子膽,0.57.18,16
赤子雄心,04/06/23,549,5 40-0,谷夜 A 2200,好地,31,T,128,1010,澤,柏,8,7 1 1,1,1,2.17.16,▲,博愛之光,幸運飛彈,2.17.16,6.8
