馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
皇帝英明,04/26/23,608,4 60-40,谷夜 C6 1200,好地,57,SWHX,132,1111,布,韋,9,- 2 1,3,2 1/4,1.10.19,錢多多,福滿寶,▲,1.09.83,6.4
紅褲之王,04/26/23,607,5 40-0,谷夜 C6 1650,好地,38,V-B2XT,133,1085,聲,賀,5,9 9 10,3,1 1/2,1.40.51,極速滿貫,恆駿之寶,▲,1.40.27,23
魅力知遇,04/23/23,606,2 100-80,田日 C 1800,好地,86,B,122,1181,潘,蔡,12,12 12 12,3,3 3/4,1.47.89,直線力山,知足常樂,▲,1.47.30,6.1
實力派,04/23/23,605,3 80-60,田日 C 1400,好地,76,,133,1030,布,賀,8,7 8 6,3,2 3/4,1.22.45,美麗喝采,日日美麗,▲,1.21.99,5.7
電子傳奇,04/23/23,604,3 80-60,田日 C 1200,好地,66,,123,1121,周,文,5,- 3 3,3,頸,1.10.24,夢巴黎,以戰得勝,▲,1.10.20,18
健康之星,04/23/23,603,4 60-40,田日 C 1400,好地,55,BHT,123,1066,鍾,東,12,12 9 9,3,2,1.23.03,馬林,寶麗生輝,▲,1.22.71,22
魅影獵飛,04/23/23,602,3 85-60,泥日  1200,好泥,70,SW,121,1107,田,姚,4,- 3 3,3,3 1/2,1.08.63,年少有威,晶晶日上,▲,1.08.07,3.3
豐彩華庭,04/23/23,601,4 60-40,泥日  1200,好泥,50,B,125,1171,黎,何,4,- 6 4,3,1 1/4,1.09.72,大眾勝利,勝利同盟,▲,1.09.53,5.1
競駿翩翩,04/23/23,600,4 60-35,田日 C 1600,好地,58,T,133,1056,紹,賢,5,7 8 7,3,2 1/2,1.35.98,佐治勇駒,得勝多,▲,1.35.59,25
寶安威,04/23/23,599,4 60-40,田日 C 1000,好地,52,,127,1110,紹,丁,14,- 8 11,3,1/2,0.57.61,海豚星,添開心,▲,0.57.51,27
華卓晴,04/23/23,598,4 60-35,泥日  1650,好泥,60,PHT,135,1077,布,蔡,1,3 3 3,3,1,1.41.28,藍海鐵騎,快錢,▲,1.41.12,2.6
皮具之星,04/23/23,597,3 85-60,泥日  1650,好泥,62,BT,119,1287,田,容,7,6 5 6,3,4,1.39.64,爽快,烈風,▲,1.39.02,11
運高八斗,04/19/23,596,3 80-60,谷夜 C3 1200,好地,75,,131,1133,田,姚,2,- 4 4,3,1 3/4,1.10.16,雪勇神駒,勇敢巨星,▲,1.09.87,5.5
精彩非凡,04/19/23,595,4 60-40,谷夜 C3 1650,好地,49,NT,126,1191,布,柏,6,9 9 7,3,4 1/2,1.41.31,陸知,喜蓮慧星,▲,1.40.59,3.9
魅力寶駒,04/19/23,594,3 80-60,谷夜 C3 1200,好地,72,,128,1165,布,蔡,6,- 7 7,3,3 1/2,1.10.39,怡勁力,祥勝霸駒,▲,1.09.82,5.3
勁叻仔,04/19/23,593,4 60-40,谷夜 C3 1650,好地,48,T,124,1080,紹,鄭,3,5 6 6,3,1 1/2,1.41.01,旅英福星,但求快活,▲,1.40.77,16
勇眼光,04/19/23,592,4 60-40,谷夜 C3 1200,好地,57,BT,133,1286,布,希,2,- 6 6,3,1,1.09.84,勝利才子,財駿,▲,1.09.68,4.3
得意佳作,04/19/23,591,4 60-40,谷夜 C3 1200,好地,43,V,119,1034,馬,姚,7,- 8 7,3,1/2,1.09.85,高明駿將,旅遊高球,▲,1.09.77,14
又龍串鳳,04/19/23,590,3 80-60,谷夜 C3 1650,好地,73,HT,122,1047,鍾,東,5,1 3 4,3,1/2,1.40.01,怪獸奇兵,百勝名駒,▲,1.39.92,22
投資有利,04/19/23,589,5 40-0,谷夜 C3 1200,好地,32,T,127,1116,聲,韋,7,- 1 2,3,1 3/4,1.10.34,陽光傳奇,皇龍帝國,▲,1.10.07,3.8
獵狐者威,04/19/23,588,5 40-0,谷夜 C3 1800,好地,29,,126,1036,澤,呂,4,4 3 4,3,2 1/2,1.49.72,威武勇駒,馬主星輝,▲,1.49.30,11
桃花雲,04/15/23,587,3 80-60,田日 C 1600,好地,72,T,128,1035,紹,東,7,13 13 13,3,頸,1.35.51,隱形翅膀,越駿歡欣,▲,1.35.45,11
東方飛影,04/15/23,586,2 100-80,田日 C 1200,好地,87,B,122,1214,森,希,1,- 7 6,3,2 1/4,1.09.16,維港智能,嫡愛心,▲,1.08.80,78
總理,04/15/23,585,3 80-60,田日 C 1400,好地,76,,131,1133,梁,姚,2,6 7 5,3,1 3/4,1.22.39,超級龍珠,彩虹千里,▲,1.22.12,18
金鼓齊昇,04/15/23,584,4 60-40,田日 C 1400,好地,57,B1XT,132,1143,潘,沈,8,2 2 2,3,1 1/2,1.22.19,天外飛天,順勢贏,▲,1.21.95,2.1
興高采烈,04/15/23,583,4 60-40,田日 C 1800,好地,51,SWX,127,1015,紹,伍,3,5 5 6,3,2 1/4,1.48.25,龍船快,金德義,▲,1.47.91,9.8
佐治勇駒,04/15/23,582,4 60-40,田日 C 1400,好地,55,XT,130,1132,度,伍,14,13 14 14,3,1 3/4,1.22.40,無敵勇士,赤兔猴王,▲,1.22.14,5.4
凱旋時光,04/15/23,581,3 80-60,田日 C 1200,好地,66,NT,125,1113,紹,羅,7,- 9 8,3,3 1/2,1.09.51,金馳,金莊令,▲,1.08.94,13
友盈友福,04/15/23,580,5 40-0,田日 C 1400,好地,37,BN,133,1131,年,鄭,5,1 1 1,3,2,1.22.96,大紅心,美麗新星,▲,1.22.62,14
陽光勇士,04/15/23,579,4 60-40,田日 C 1200,好地,52,,127,1070,田,姚,9,- 10 11,3,頸,1.09.91,金鎗武士,鑽飛龍,▲,1.09.85,6.9
耀力之城,04/15/23,578,5 40-0,田日 C 1400,好地,36,,131,1028,森,希,1,7 6 6,3,2 3/4,1.22.97,創高峰,當家信心,▲,1.22.51,8.3
怡勁力,04/12/23,577,3 80-60,谷夜 BC 1200,好地,66,VT,123,1205,潘,黎,4,- 3 4,3,頸,1.09.82,量化歡騰,凌厲,▲,1.09.79,2.9
觔斗雲,04/12/23,576,2 100-80,谷夜 BC 1650,好地,85,VT,122,1141,度,姚,2,5 5 5,3,1 3/4,1.39.35,安遇,幸福至上,▲,1.39.08,3.4
謙謙君子,04/12/23,575,4 60-40,谷夜 BC 1200,好地,44,PT,119,1028,田,何,5,- 8 8,3,3/4,1.09.96,樂加福,電子宇宙,▲,1.09.84,11
美麗攻略,04/12/23,574,4 60-40,谷夜 BC 1650,好地,50,N2T,125,1036,紹,羅,5,10 9 9,3,1 3/4,1.40.11,十八掌,精彩生活,▲,1.39.82,32
緣途有您,04/12/23,573,4 60-40,谷夜 BC 1000,好地,48,SW,123,1178,潘,羅,7,- 6 5,3,1,0.57.35,浪茄仔,育成精彩,▲,0.57.17,8.9
忠誠駒,04/12/23,572,3 80-60,谷夜 BC 1650,好地,70,T,127,1189,紹,羅,9,4 2 2,3,1/2,1.39.95,亞洲籐王,馬爾代夫,▲,1.39.84,10
鼓浪精綵,04/12/23,571,4 60-40,谷夜 BC 1200,好地,48,BT,123,1128,紹,文,1,- 3 3,3,1,1.09.97,心想事成,木火同明,▲,1.09.79,7.4
果然駿,04/12/23,570,5 40-0,谷夜 BC 1650,好地,39,BT,134,1128,布,柏,7,2 2 2,3,2 1/4,1.41.03,鵲橋飛渡,蟲草之凰,▲,1.40.68,3
勁駒,04/12/23,569,3 80-55,谷夜 BC 2200,好地,64,B,116,1080,熙,賀,1,4 6 7,3,4 1/4,2.16.51,自然力量,高瞻遠矚,▲,2.15.83,15
日日友,04/09/23,568,3 80-60,田日 B 1400,好地,65,SW,121,1203,梁,羅,14,1 1 1,3,1 1/4,1.22.55,神虎龍駒,實力派,▲,1.22.36,6.1
九五赤兔,04/09/23,567,2 100-80,田日 B 1400,好地,83,N1X1,118,1099,田,韋,4,3 4 3,3,2 1/4,1.22.24,紅運帝王,佳運財,▲,1.21.87,12
美麗同享,04/09/23,566,G2,田日 B 1600,好地,118,HT,123,1038,紹,東,1,4 3 4,3,1,1.34.35,加州星球,發財先鋒,▲,1.34.17,7
八仟師,04/09/23,565,G2,田日 B 1200,好地,103,SW-T,123,1179,梁,羅,2,- 1 1,3,3,1.09.63,金鑽貴人,福逸,▲,1.09.15,57
龍之心,04/09/23,564,4 60-40,田日 B 1200,好地,59,SWX,134,1218,紹,呂,8,- 2 2,3,2,1.10.37,開心高球,萬事靚,▲,1.10.05,3.1
精彩勇士,04/09/23,563,3 85-60,田日 B 1000,好地,77,B,127,1179,森,希,7,- 1 2,3,2 3/4,0.57.55,英雄豪傑,加州得力,▲,0.57.10,6.6
??領先,04/09/23,562,4 60-40,田日 B 1600,好地,41,BT,119,1082,兆,葉,12,7 7 6,3,1/2,1.35.33,聚風雲,一絕,▲,1.35.24,60
豐盛多彩,04/09/23,561,4 60-35,泥日  1800,好泥,37,BT,115,1082,度,高,11,6 6 6,3,1 1/4,1.48.36,華卓晴,發財秘笈,▲,1.48.15,15
萬事快,04/09/23,560,4 60-40,田日 B 1000,好地,54,,130,1153,布,姚,1,- 8 8,3,2 3/4,0.57.29,紅逸舍,幸運遇見,▲,0.56.84,3.3
金津一號,04/09/23,559,5 40-0,泥日  1650,好泥,25,B,120,1026,班,葉,2,10 9 9,3,2,1.40.05,雷霆戰駒,旅遊達人,▲,1.39.72,8.5
獎金大少,04/09/23,558,新,田日 B 1000,好地,-,B1,124,1068,周,伍,5,- 1 1,3,2 3/4,0.58.57,鈦易搵,富喜來,▲,0.58.16,9
人和家興,04/06/23,557,3 80-60,谷夜 A 1200,好黏,67,T,122,1179,梁,希,7,- 1 1,3,1 3/4,1.10.98,紫雲冰,勝神威,▲,1.10.71,23
錢多多,04/06/23,556,4 60-40,谷夜 A 1200,好黏,50,B,126,1102,森,希,6,- 10 10,3,3 1/4,1.11.39,小霸王,一舖縱橫,▲,1.10.87,7.5
飛馬將軍,04/06/23,555,3 80-60,谷夜 A 1650,好地,66,V,122,983,紹,丁,10,9 9 8,3,2 3/4,1.40.83,喜蓮勇感,黑桃火箭,▲,1.40.41,14
晉神,04/06/23,554,4 60-40,谷夜 A 1200,好地,47,BT,123,1066,班,葉,2,- 6 6,3,3/4,1.10.19,國士無雙,勇威神駒,▲,1.10.08,11
久久為攻,04/06/23,553,3 80-60,谷夜 A 1650,好地,67,SWT,125,1190,田,希,8,1 1 1,3,1/2,1.40.53,二雋,百勝名駒,▲,1.40.45,6.9
贏盡天下,04/06/23,552,4 60-40,谷夜 A 1650,好地,53,HNX,128,1145,森,韋,2,5 3 2,3,2 3/4,1.40.67,星運明爵,紅麗舍,▲,1.40.27,4.6
峰爭,04/06/23,551,4 60-40,谷夜 A 1650,好地,43,T,119,1105,澤,羅,9,8 7 6,3,2 1/4,1.40.94,勁快聯盟,機緣巧俠,▲,1.40.58,23
豹子膽,04/06/23,550,5 40-0,谷夜 A 1000,好地,24,,119,1172,兆,徐,2,- 2 2,3,1 1/4,0.57.38,佳尊三,創福威,▲,0.57.18,3.3
幸運飛彈,04/06/23,549,5 40-0,谷夜 A 2200,好地,34,SW,129,1147,明,賀,3,5 7 5,3,3,2.17.63,赤子雄心,博愛之光,▲,2.17.16,8.1
翔龍再現,04/02/23,548,3 80-60,田日 A 1800,好地,66,B,122,1217,澤,賀,8,14 14 14,3,1 3/4,1.49.34,敏捷神駒,競駿光輝,▲,1.49.06,5.1
好拍檔,04/02/23,547,3 80-60,田日 A 1200,好地,74,,133,1294,聲,賀,3,- 8 10,3,3/4,1.10.46,勇敢夢想,魅力寶駒,▲,1.10.32,6.8
潮州精神,04/02/23,546,3 80-60,田日 A 1400,好地,71,SW1T,130,1230,潘,容,9,4 4 4,3,3/4,1.23.71,金佰令,翡翠鳳凰,▲,1.23.57,1.5
愛馬善,04/02/23,545,4 60-40,田日 A 1400,好地,47,BH,123,1046,年,鄭,10,9 10 10,3,2 1/2,1.23.65,浪漫老撾,健康之星,▲,1.23.24,66
壹喜,04/02/23,544,4 60-40,田日 A 2000,好地,43,,118,1122,澤,羅,9,2 4 2,3,3,2.05.90,奇妙年華,九龍神駒,▲,2.05.43,13
馬林,04/02/23,543,4 60-40,田日 A 1400,好地,51,H,126,1290,班,韋,9,9 9 7,3,1/2,1.23.72,是必飛飛,四喜鳥,▲,1.23.61,9.2
勝利才子,04/02/23,542,4 60-40,田日 A 1000,好地,58,V,128,1247,鍾,柏,3,- 6 3,3,4 1/4,0.57.59,卓諾人生,連連勝利,▲,0.56.92,7
笑哥兒,04/02/23,541,2 100-80,田日 A 1600,好地,89,H,126,1042,年,蔡,6,4 2 2,3,頸,1.37.45,駿馬快車,縱橫天下,▲,1.37.39,8.3
鴻圖巨星,04/02/23,540,5 40-0,田日 A 1200,好地,23,B,119,1086,年,葉,8,- 9 9,3,2 3/4,1.11.33,投資有利,天天智庫,▲,1.10.90,15
精算謀略,04/02/23,539,4 60-40,田日 A 1200,好地,52,,126,1145,潘,蔡,13,- 13 13,3,1,1.10.69,多多配合,錶壇精英,▲,1.10.52,9.9
錶之智能,03/29/23,538,2 105-80,泥夜  1200,濕慢,103,SW-B1T,135,1093,布,丁,7,- 7 4,3,2,1.09.42,順勢而飛,超霸勝,▲,1.09.10,12
閃電,03/29/23,537,3 80-60,泥夜  1200,濕慢,73,T2,128,1183,布,沈,10,- 8 7,3,4 1/2,1.09.47,年少有威,晶晶日上,▲,1.08.75,12
皮具之星,03/29/23,536,3 85-60,泥夜  1650,濕慢,62,BT,118,1276,田,容,5,6 6 5,3,2 3/4,1.38.95,爽快,馬爾代夫,▲,1.38.50,8.6
樂捉鳥,03/29/23,535,4 60-40,泥夜  1650,濕慢,52,BT,127,1153,度,沈,14,8 7 1,3,2 1/4,1.40.34,亞洲力量,華卓晴,▲,1.39.97,20
加州凱歌,03/29/23,534,4 60-40,泥夜  1200,濕慢,60,BT,130,1311,熙,東,4,- 6 7,3,3 1/4,1.10.10,明駿福星,駿皇星,▲,1.09.57,12
雷霆戰駒,03/29/23,533,5 40-0,泥夜  1800,濕慢,33,T,129,1124,布,柏,13,13 12 9,3,4,1.50.66,緣份,豐盛多彩,▲,1.50.04,6.3
豐彩華庭,03/29/23,532,4 60-40,泥夜  1200,濕慢,50,B,125,1161,黎,何,2,- 3 3,3,1 3/4,1.09.96,歡喜福星,我為您,▲,1.09.69,4.7
澳華威威,03/29/23,531,5 40-0,泥夜  1200,濕慢,36,SW,131,1004,布,賀,3,- 6 7,3,1 1/4,1.10.22,劍在九天,友盈友福,▲,1.10.01,3.9
陽明天空,03/26/23,530,3 80-60,田日 C 1400,好地,62,,120,1125,澤,呂,5,10 8 7,3,1,1.22.40,飛鷹翱翔,實力派,▲,1.22.22,4.5
開心寶貝,03/26/23,529,3 80-60,田日 C 1600,好地,79,BT,135,1173,布,黎,9,10 8 7,3,1 1/2,1.36.08,晴王,飛馬英雄,▲,1.35.84,9.3
精彩勇士,03/26/23,528,3 80-60,田日 C 1000,好地,77,B,132,1172,森,希,11,- 2 2,3,3 1/4,0.56.82,萬里飛至,不可擋,▲,0.56.31,18
凱旋時光,03/26/23,527,3 80-60,田日 C 1200,好地,66,NT,123,1118,紹,羅,10,- 7 7,3,1,1.09.73,你知我拼,八心八箭,▲,1.09.56,27
喜勝威龍,03/26/23,526,4 60-40,田日 C 1600,好地,58,SW1,133,1111,森,希,7,5 5 4,3,2 1/2,1.36.53,年年友福,馬主雄風,▲,1.36.15,24
加非凡,03/26/23,525,4 60-40,田日 C 1400,好地,54,SWT,129,1113,澤,黎,13,8 6 5,3,2 1/4,1.23.09,滿歡笑,艾莉奧,▲,1.22.73,3.2
競駿天下,03/26/23,524,5 40-0,田日 C 1400,好地,37,PH,133,1187,澤,希,13,7 4 3,3,1,1.23.76,真感,生生勝勝,▲,1.23.59,10
二話不說,03/26/23,523,4 60-40,田日 C 1200,好地,47,T1BH,122,1120,度,葉,12,- 12 11,3,頸,1.10.32,伶俐驫駒,營造組裝,▲,1.10.26,7.7
果然駿,03/26/23,522,5 40-0,田日 C 1600,好地,39,BT,134,1120,布,柏,7,8 8 9,3,1 1/2,1.36.73,傲龍駒,恆駿之寶,▲,1.36.47,5.2
奮鬥雄才,03/26/23,521,4 60-40,田日 C 1200,好地,46,B,121,1083,度,葉,4,- 7 5,3,1 3/4,1.10.23,勇眼光,福國寶,▲,1.09.96,13
凌厲,03/22/23,520,3 80-60,谷夜 C6 1200,好地,61,,117,1037,田,蔡,5,- 3 4,3,1 1/4,1.09.19,伊臣,雅典武士,▲,1.08.97,7.7
寶賢得得,03/22/23,519,2 100-80,谷夜 C6 1650,好地,86,T,122,1123,澤,柏,10,10 10 9,3,1/2,1.39.14,喜駿駒,幸福至上,▲,1.39.05,8.2
自然輝煌,03/22/23,518,3 80-60,谷夜 C6 1200,好地,79,SWT,128,1160,鍾,呂,7,- 3 3,3,1 1/2,1.09.32,運高八斗,電氣騎士,▲,1.09.08,51
機緣巧俠,03/22/23,517,4 60-40,谷夜 C6 1650,好地,44,BT,120,1111,兆,文,6,8 8 9,3,1 3/4,1.40.08,陸知,包裝全承,▲,1.39.80,12
前風,03/22/23,516,4 60-40,谷夜 C6 1200,好地,54,,130,1055,布,徐,7,- 7 7,3,1 1/4,1.10.15,精明勇駿,勝利才子,▲,1.09.94,12
精彩非凡,03/22/23,515,4 60-40,谷夜 C6 1800,好地,48,NT,123,1189,紹,柏,1,5 5 5,3,1/2,1.49.50,健康馬,但求快活,▲,1.49.42,8.2
威馬先生,03/22/23,514,4 60-40,谷夜 C6 1000,好地,54,H-N-B1,129,1114,森,韋,1,- 4 3,3,1/2,0.57.14,浪茄仔,銀河飛馬,▲,0.57.04,20
正氣青驅,03/22/23,513,4 60-40,谷夜 C6 1200,好地,59,HT,134,1179,澤,東,2,- 8 8,3,1,1.09.47,心想事成,人和家盛,▲,1.09.30,2.2
鵲橋飛渡,03/22/23,512,5 40-0,谷夜 C6 1650,好地,28,BT,123,1116,紹,賢,11,4 4 4,3,3 1/2,1.40.33,極速滿貫,盈嘉輝,▲,1.39.77,21
色種笑,03/19/23,511,3 80-60,田日 A 1400,好地,63,B,119,1167,潘,蔡,3,2 4 4,3,2 1/2,1.22.53,步大威猛,超級龍珠,▲,1.22.16,3.2
美麗邂逅,03/19/23,510,3 80-60,田日 A 1200,好地,71,HT,120,1183,鍾,東,8,- 1 1,3,2 1/4,1.09.39,旺旺神駒,歐洲傳奇,▲,1.09.05,29
永遠美麗,03/19/23,509,公,田日 A 2000,好地,94,,126,1185,潘,蔡,7,4 4 3,3,頭,2.02.81,遨遊氣泡,自勝者強,▲,2.02.78,2.3
福逸,03/19/23,508,G1,田日 A 1400,好地,128,X,126,1203,莫,高,3,3 3 4,3,4 1/4,1.21.77,金鑽貴人,加州星球,▲,1.21.12,7.2
合夥精英,03/19/23,507,3 85-60,田日 A 2000,好地,71,BT,123,1080,澤,沈,4,6 6 3,3,2 3/4,2.01.67,波爾多,錶之五知,▲,2.01.22,4.5
美麗奔馳,03/19/23,506,2 100-80,田日 A 1200,好地,85,HT,122,1102,紹,東,9,- 9 9,3,3 1/4,1.08.72,維港智能,包裝必勝,▲,1.08.20,15
佐治勇駒,03/19/23,505,4 60-40,田日 A 1400,好地,55,XT,130,1152,兆,伍,12,13 14 14,3,1 3/4,1.22.44,金發銀發,金鼓齊昇,▲,1.22.16,4.2
遨遊天下,03/19/23,504,4 60-40,田日 A 1200,好地,52,,128,1085,田,姚,5,- 5 5,3,1,1.10.16,攻頂,佳運發,▲,1.09.99,1.8
勝利之皇,03/19/23,503,4 60-40,田日 A 1400,好地,46,B-H-,122,1122,年,高,4,3 3 3,3,3/4,1.22.82,盛世名駒,亞洲籐王,▲,1.22.69,36
駿行星,03/19/23,502,4 60-40,田日 A 1200,好地,53,,128,1113,澤,柏,10,- 14 11,3,2 1/4,1.09.66,龍之心,快狠準,▲,1.09.29,4.6
久久為攻,03/15/23,501,3 80-60,谷夜 C3 1650,好地,67,SWT,122,1196,田,希,11,10 9 8,3,1 1/2,1.40.16,觔斗雲,忠誠駒,▲,1.39.94,13
同盟力量,03/15/23,500,4 60-40,谷夜 C3 1200,好地,46,B,112,1241,鍾,姚,12,- 1 1,3,1 3/4,1.10.02,木火同明,泉龍駒,▲,1.09.75,16
喜蓮勇感,03/15/23,499,3 80-60,谷夜 C3 1200,好地,67,T1,122,1194,潘,沈,7,- 6 5,3,1 3/4,1.09.98,嫡愛心,銀進,▲,1.09.71,21
團結一心,03/15/23,498,4 60-40,谷夜 C3 1650,好地,45,SWT,123,1144,澤,希,12,12 12 11,3,2 3/4,1.40.42,芙蓉莊,超威力,▲,1.40.01,8.8
胡椒軍曹,03/15/23,497,4 60-40,谷夜 C3 1000,好地,55,,131,1136,綸,徐,6,- 5 4,3,1 3/4,0.57.27,育成精彩,誠心所願,▲,0.56.99,16
世澤歆星,03/15/23,496,4 60-40,谷夜 C3 1650,好地,55,VT,132,1116,梁,丁,1,5 5 5,3,1/2,1.40.10,勁快聯盟,精彩生活,▲,1.40.02,6.8
能文能武,03/15/23,495,4 60-40,谷夜 C3 1200,好地,45,B,120,1195,澤,呂,1,- 4 4,3,1/2,1.10.15,福滿寶,電子彩虹,▲,1.10.06,2.2
投資有利,03/15/23,494,5 40-0,谷夜 C3 1200,好地,26,H-T,121,1106,聲,韋,8,- 2 2,3,1 3/4,1.10.04,精算赤焰,旺鋪永勝,▲,1.09.75,9.9
赤子雄心,03/15/23,493,5 40-0,谷夜 C3 1800,好地,31,V-T,126,1014,布,柏,2,1 1 1,3,1 1/2,1.49.81,帥男,傲龍駒,▲,1.49.59,4.8
連連有盈,03/11/23,492,3 80-60,田日 C 1200,好地,75,HT,124,1221,鍾,東,5,- 1 1,3,3 1/2,1.08.93,金馳,傑出漢子,▲,1.08.38,10
川河首駒,03/11/23,491,3 80-60,田日 C 1400,好地,74,T,131,1140,澤,柏,6,8 7 6,3,1 3/4,1.21.65,紅運帝王,潮州精神,▲,1.21.36,12
天外飛天,03/11/23,490,4 60-40,田日 C 1400,好地,58,SW-B1T,133,1100,布,希,2,9 8 7,3,1 3/4,1.21.86,日日友,陽明天空,▲,1.21.59,4.3
縱橫天下,03/11/23,489,2 100-80,田日 C 1400,好地,80,H,115,1061,田,何,1,3 3 3,3,2 3/4,1.22.20,?路之星,佳運財,▲,1.21.77,2.5
時時好運,03/11/23,488,4 60-40,田日 C 1000,好地,52,BT,129,1092,布,高,5,- 13 9,3,2 1/2,0.56.22,不可擋,連連勝利,▲,0.55.80,6.9
勤德威力,03/11/23,487,4 60-40,田日 C 1800,好地,56,SWX,133,1089,潘,賀,13,4 4 4,3,1/2,1.48.41,逐步贏,縱橫十六,▲,1.48.34,2.9
喜報圍家,03/11/23,486,4 60-40,田日 C 1400,好地,57,BT,132,1149,澤,黎,7,9 9 7,3,1 1/2,1.22.94,寶麗生輝,都靈勇士,▲,1.22.68,24
加州威勝,03/11/23,485,3 80-60,田日 C 1000,好地,63,BT,122,1253,紹,東,11,- 3 1,3,3/4,0.56.84,日日型,常常有餘,▲,0.56.72,10
營造組裝,03/11/23,484,4 60-40,田日 C 1200,好地,52,H-T,127,1140,澤,呂,3,- 4 2,3,1 1/4,1.09.56,開心高球,多多配合,▲,1.09.36,4.5
旅遊達人,03/11/23,483,5 40-0,田日 C 1400,好地,17,B,115,1028,黎,徐,1,9 8 9,3,1/2,1.22.78,極速之星,亞洲力量,▲,1.22.69,25
心之行,03/08/23,482,2 100-80,谷夜 BC 1000,好地,84,T,122,1134,澤,呂,6,- 5 6,3,1/2,0.57.07,艮志騰雲,和氣生財,▲,0.56.97,4.1
紫雲冰,03/08/23,481,3 80-60,谷夜 BC 1200,好地,73,T,132,1160,布,柏,4,- 8 6,3,3/4,1.09.73,純金酒杯,量化歡騰,▲,1.09.59,2.1
實力派,03/08/23,480,3 80-60,谷夜 BC 1200,好地,72,,127,1035,布,賀,10,- 10 10,3,2 1/2,1.09.36,勇敢巨星,晶晶日上,▲,1.08.98,7.3
天池怪俠,03/08/23,479,3 80-60,谷夜 BC 1800,好地,79,,135,1150,森,賢,3,5 5 5,3,頭,1.49.20,飛馬將軍,鐵三角,▲,1.49.16,11
日新月著,03/08/23,478,4 60-40,谷夜 BC 1200,好地,50,XT,126,1054,聲,賀,10,- 7 6,3,1/2,1.10.80,旭日光,電子宇宙,▲,1.10.72,8.9
紅海勁,03/08/23,477,4 60-40,谷夜 BC 1650,好地,52,T1,129,1100,布,文,1,7 8 8,3,3/4,1.40.84,場長勝,功夫茶,▲,1.40.72,11
十八掌,03/08/23,476,4 60-40,谷夜 BC 1650,好地,55,SW,131,1183,布,沈,7,2 5 6,3,3/4,1.40.18,競駿翩翩,喜蓮慧星,▲,1.40.05,2.8
創福威,03/08/23,475,5 40-0,谷夜 BC 1000,好地,31,VXT,126,1033,澤,黎,11,- 4 3,3,1 1/4,0.57.18,龍東傳承,精算赤焰,▲,0.56.99,8.4
國士無雙,03/08/23,474,4 60-40,谷夜 BC 1200,好地,59,BT,135,1121,布,柏,7,- 1 1,3,2,1.09.77,小霸王,神舟時代,▲,1.09.46,4.3
桃花雲,03/05/23,473,3 80-60,田日 B 1600,好地,74,SW-T,131,1044,聲,東,9,12 11 9,3,1 1/2,1.35.07,晴王,爽快,▲,1.34.82,60
文明之星,03/05/23,472,3 85-60,泥日  1200,好泥,70,V,120,1141,兆,丁,6,- 2 2,3,1 1/2,1.08.03,魅影獵飛,順勢而飛,▲,1.07.79,18
勇猛神駒,03/05/23,471,2 105-75,田日 B 1800,好地,98,SWT,128,1193,周,沈,4,4 2 2,3,2 1/4,1.48.85,龍船狀元,健康快駒,▲,1.48.48,10
好好心得,03/05/23,470,1 110-85,泥日  1650,好泥,90,OX,124,1093,兆,伍,4,4 5 5,3,頸,1.37.58,大眾開心,盈嵐,▲,1.37.52,5.6
精彩非凡,03/05/23,469,4 60-40,田日 B 1600,好地,48,NT,124,1216,澤,柏,6,10 10 10,3,2 3/4,1.35.17,得勝多,興高采烈,▲,1.34.73,17
明駿福星,03/05/23,468,4 60-40,泥日  1200,好泥,53,CX,129,1062,田,蔡,8,- 9 6,3,2 1/2,1.09.09,倍增勝數,加州凱歌,▲,1.08.70,3.7
耀力之城,03/05/23,467,5 40-0,田日 B 1200,好地,40,,133,1031,明,希,1,- 14 13,3,1 1/2,1.09.97,上校,創高峰,▲,1.09.74,7.2
緊張大師,03/05/23,466,1 95↑,田日 B 1200,好地,102,H1X,122,1256,森,希,8,- 1 1,3,3/4,1.08.39,韋小寶,速遞奇兵,▲,1.08.26,3
經典之光,03/05/23,465,4 60-40,田日 B 1200,好地,60,SWT,135,1070,紹,賢,7,- 12 8,3,4,1.09.97,你知我拼,加非凡,▲,1.09.34,24
運來孖寶,03/05/23,464,5 40-0,泥日  1650,好泥,20,BT,117,1245,森,容,2,3 3 1,3,2 1/2,1.39.68,麒麟,雷霆戰駒,▲,1.39.28,5.7
加州一寶,03/01/23,463,3 80-60,谷夜 A 1200,好地,77,T,125,1275,鍾,東,6,- 5 6,3,2 1/2,1.09.71,嫡愛心,電氣騎士,▲,1.09.31,10
華麗活力,03/01/23,461,3 80-60,谷夜 A 1000,好地,70,,125,1083,澤,羅,6,- 10 10,3,3/4,0.56.70,巴薩諾瓦,四季醒,▲,0.56.56,6.8
謙謙君子,03/01/23,460,4 60-40,谷夜 A 1200,好地,44,PT,121,1037,綸,何,5,- 4 3,3,2 1/2,1.10.35,勝神威,勝利才子,▲,1.09.98,34
電訊飛車,03/01/23,459,4 60-40,谷夜 A 1200,好地,57,,135,1141,兆,徐,2,- 3 2,3,1 1/2,1.10.23,錢多多,正氣青驅,▲,1.09.97,7.2
