馬匹,日期,場,班次,路程,場地,分,配備,磅,排位重,騎,練,檔,走位,名,距離,時間,冠,亚,季,頭馬,賠
勇威神駒,11/20/24,201,3 80-60,谷夜 C3 1200,好黏,66,T,126,1137,麥,沈,1,- 8 7,3,1,1.10.34,得道猴王,伊臣,▲,1.10.17,5.5
精算暴雪,11/20/24,200,2 100-80,谷夜 C3 1200,好黏,88,P,124,1091,潘,蔡,4,- 11 10,3,1 1/4,1.09.64,美麗奔馳,傑出漢子,▲,1.09.43,2.2
浪漫老撾,11/20/24,199,3 80-60,谷夜 C3 1650,好黏,72,SW2T,129,1152,梁,巫,2,8 8 8,3,1 1/4,1.39.80,開心勇駒,勁好運,▲,1.39.62,16
辣得駕勢,11/20/24,198,4 60-40,谷夜 C3 1200,好黏,43,VT,121,1120,紹,巫,5,- 2 1,3,2,1.10.17,怡昌精神,電訊龍駒,▲,1.09.87,10
辣得金,11/20/24,197,4 60-40,谷夜 C3 1200,好黏,43,T,120,1051,弘,伍,3,- 1 1,3,1 3/4,1.10.10,勇霸龍,綠族威,▲,1.09.81,7.5
君智盛,11/20/24,196,4 60-40,谷夜 C3 1650,好黏,55,SWT,133,1101,明,姚,4,3 3 3,3,1,1.40.57,爆笑,魔法速遞,▲,1.40.41,10
合金皇,11/20/24,195,5 40-0,谷夜 C3 1200,好黏,25,B,120,1111,年,丁,5,- 1 1,3,1/2,1.10.37,超勁火力,三代同心,▲,1.10.27,30
紅海勁,11/20/24,194,4 60-40,谷夜 C3 1650,好黏,54,T,131,1137,澤,文,10,12 12 10,3,1 1/4,1.39.85,先到先得,瀧澤飛駒,▲,1.39.67,11
利衍天下,11/20/24,193,5 40-0,谷夜 C3 1650,好黏,40,T,135,1109,布,黎,12,12 12 11,3,1 3/4,1.40.80,馬特峰,聰明導彈,▲,1.40.50,38
健康快車,11/17/24,192,3 80-60,田日 B 1200,好地,61,E,116,1127,度,蔡,14,- 14 14,3,1/2,1.08.92,競駿先鋒,樂勝天下,▲,1.08.81,16
玩笑,11/17/24,191,3 80-60,田日 B 1400,好地,76,,134,1178,潘,伍,14,2 2 2,3,3/4,1.21.80,銀亮奔騰,同樣美麗,▲,1.21.66,9.3
觔斗雲,11/17/24,190,G2,田日 B 2000,好地,108,VT,123,1132,周,姚,4,8 8 6,3,4 1/2,2.00.40,浪漫勇士,嘉應傳承,▲,1.59.70,68
錶之銀河,11/17/24,189,G2,田日 B 1600,好地,124,,123,1148,澤,伍,5,8 6 5,3,2,1.33.13,遨遊氣泡,禪勝輝煌,▲,1.32.82,1.7
驕陽明駒,11/17/24,188,G2,田日 B 1200,好地,107,,123,1126,布,蔡,6,- 9 8,3,3 1/4,1.07.96,嘉應高昇,嫡愛心,▲,1.07.43,14
金陽飛駒,11/17/24,187,3 80-60,田日 B 2000,好地,62,B,117,1114,田,賀,3,3 3 3,3,1/2,2.01.55,愛心神駒,共享富裕,▲,2.01.46,10
連連有盈,11/17/24,186,3 80-60,田日 B 1000,好地,62,T,115,1215,明,東,5,- 5 7,3,5,0.56.62,舉步生風,英雄豪邁,▲,0.55.83,22
奔妙星,11/17/24,185,4 60-40,田日 B 1400,好地,53,,129,1241,布,希,8,4 4 3,3,2 1/2,1.22.01,但求開心,開心樂園,▲,1.21.63,6.8
大利好運,11/17/24,184,4 60-40,田日 B 1200,好地,49,BET,125,1073,艾,蔡,1,- 7 8,3,3,1.09.43,喵喵怪,多彩多姿,▲,1.08.94,4.6
極速贏,11/17/24,183,4 60-40,田日 B 1400,好地,59,SW1H1,134,1191,麥,容,5,11 11 9,3,1/2,1.21.93,愛意龍,超風速,▲,1.21.84,4.5
勤德俱備,11/17/24,182,4 60-40,田日 B 1200,好地,52,N,131,1181,潘,賀,8,- 2 2,3,1 1/4,1.09.22,辣得金,自己話事,▲,1.09.03,5.2
競駿天下,11/13/24,181,4 60-40,谷夜 BC 1200,好地,46,SW,121,1184,綸,希,9,- 7 7,3,頸,1.10.11,?路達飛,醒目先駒,▲,1.10.06,10
酷霸王,11/13/24,180,4 60-40,谷夜 BC 1200,好地,59,CT,135,1167,梁,姚,4,- 4 3,3,1/2,1.10.18,炯炯有神,真心傳奇,▲,1.10.08,7.8
極光彗星,11/13/24,179,4 60-40,谷夜 BC 1000,好地,58,SWT,134,1125,潘,黎,4,- 4 3,3,頸,0.57.28,知道長勝,精益大師,▲,0.57.23,7.9
超勁寶寶,11/13/24,178,4 60-40,谷夜 BC 1650,好地,45,B-T,121,1173,聲,廖,5,3 3 3,3,2 1/4,1.40.24,天天得樂,歡喜福星,▲,1.39.90,10
爆熱,11/13/24,177,4 60-40,谷夜 BC 1650,好地,57,T,134,1094,聲,伍,1,4 7 6,3,3 1/4,1.40.22,勝意,風起雲湧,▲,1.39.73,6
大登殿,11/13/24,176,5 40-0,谷夜 BC 2200,好地,40,V,134,980,潘,賀,6,6 6 5,3,1/2,2.16.87,竣誠駒,神煞金剛,▲,2.16.78,7.2
久久為尊,11/09/24,175,3 80-60,田日 A 1600,好快,70,SWT,125,1214,田,希,1,11 13 9,3,3/4,1.34.01,遨遊武士,豐盛,▲,1.33.89,10
風雲武士,11/09/24,174,3 80-60,田日 A 1200,好快,68,SW1,123,1113,田,希,3,- 5 4,3,1/2,1.08.64,耀寶,河好運,▲,1.08.55,9.4
川河型駒,11/09/24,173,4 60-40,田日 A 1400,好快,56,X1T,132,1073,禮,游,5,7 5 5,3,2,1.21.76,龍城強將,保羅傳奇,▲,1.21.43,12
飛鷹翱翔,11/09/24,172,2 105-80,田日 A 1400,好快,95,,125,1110,禮,伍,3,1 1 1,3,1 1/4,1.20.53,堅又威,包裝天將,▲,1.20.34,18
我為您,11/09/24,171,2 100-80,田日 A 1000,好地,80,,117,1169,禮,伍,8,- 1 3,3,2 1/2,0.56.76,魔術控制,氣勢,▲,0.56.36,30
天威,11/09/24,170,4 60-40,泥日  1650,好泥,49,SWT,126,1134,綸,羅,7,7 6 4,3,3,1.38.85,超旺財,連連歡呼,▲,1.38.37,6.3
盈益善,11/09/24,169,4 60-40,田日 A 2000,好地,58,XT,135,1102,澤,游,4,8 8 9,3,1 3/4,2.02.15,富喜來,慶萬家,▲,2.01.86,3.8
祥龍駒,11/09/24,168,4 60-40,田日 A 1200,好地,58,,134,1102,潘,伍,5,- 7 5,3,3/4,1.09.68,手錶之星,馬鳳凰,▲,1.09.54,6.5
準輝煌,11/09/24,167,4 60-40,田日 A 1200,好地,52,B,130,1138,度,姚,9,- 10 9,3,頸,1.09.77,嘉應奇兵,至尊高超,▲,1.09.71,6.9
喜悅一生,11/09/24,166,5 40-0,泥日  1650,好泥,22,BT,117,1175,田,鄭,8,10 10 9,3,2 1/2,1.39.18,閃耀威龍,天時明駒,▲,1.38.81,5.7
電訊巴打,11/06/24,165,2 100-80,谷夜 A 1650,好地,90,,130,1129,董,徐,3,1 1 1,3,3/4,1.39.59,超超比,港林福將,▲,1.39.47,20
同祥和順,11/06/24,164,3 80-60,谷夜 A 1200,好地,80,,135,1211,森,廖,1,- 1 1,3,3/4,1.09.62,勇敢巨星,超霸勝,▲,1.09.51,7.6
黑桃火箭,11/06/24,163,3 80-60,谷夜 A 1800,好地,66,XT,122,1161,度,柏,10,11 11 11,3,1 3/4,1.49.12,逐步贏,爭金奪冠,▲,1.48.84,7.9
砂漿金剛,11/06/24,162,4 60-40,谷夜 A 1200,好地,59,VT,131,1048,鍾,東,5,- 4 3,3,1 3/4,1.10.09,日馳千里,怡昌精神,▲,1.09.82,28
精益大師,11/06/24,161,4 60-40,谷夜 A 1200,好地,56,BT,124,1097,弘,葉,4,- 1 1,3,1 1/4,1.09.87,美麗緣分,勇霸龍,▲,1.09.66,10
北海盜,11/06/24,160,4 60-40,谷夜 A 1650,好地,58,,135,1143,潘,賀,1,5 5 7,3,1 1/2,1.40.44,大力猴王,得意佳作,▲,1.40.21,7.6
友誼喜悅,11/06/24,159,5 40-0,谷夜 A 1200,好地,31,B,124,1163,周,姚,7,- 10 10,3,3/4,1.10.35,鼓浪飛凡,宏才,▲,1.10.22,11
三代同心,11/06/24,158,5 40-0,谷夜 A 1200,好地,38,BT,133,1152,班,東,2,- 8 9,3,1 1/2,1.10.04,焦點,華麗活力,▲,1.09.80,7.6
宇宙動力,11/06/24,157,5 40-0,谷夜 A 1200,好地,39,B,131,1179,鍾,鄭,4,- 3 3,3,頸,1.09.95,極速之星,星火燎原,▲,1.09.90,4.8
同樣美麗,11/03/24,156,3 80-60,田日 C 1400,好快,73,T,130,1063,紹,東,3,6 5 5,3,1 1/4,1.21.96,遙遙領先,穿甲戰鷹,▲,1.21.76,8.3
紫荊歡呼,11/03/24,155,3 80-60,田日 C 1400,好快,66,SWT,124,1186,禮,希,4,5 5 5,3,3,1.21.82,祝願,信心星,▲,1.21.33,6.4
展雄威,11/03/24,154,3 80-60,田日 C 1200,好快,66,,124,1181,班,廖,1,- 3 3,3,2 3/4,1.09.27,輝煌精英,愛馬善,▲,1.08.81,5.5
禪勝輝煌,11/03/24,153,G3,田日 C 1800,好快,105,VX,121,1162,澤,呂,7,7 7 8,3,2 1/2,1.46.81,安騁,當年情,▲,1.46.41,6.6
卓越蒨鋒,11/03/24,152,4 60-40,田日 C 1400,好快,47,BT,122,1024,田,黎,5,8 10 8,3,3/4,1.22.23,昭易搵,一定掂,▲,1.22.12,69
但求開心,11/03/24,151,4 60-40,田日 C 1400,好快,54,T,130,1229,梁,巫,8,11 11 8,3,1/2,1.21.81,勇冠群英,皇仁歡星,▲,1.21.72,2.2
滿好世界,11/03/24,150,4 60-40,田日 C 1200,好快,52,,128,1127,聲,羅,4,- 6 5,3,3/4,1.09.58,糖不甩,健康快車,▲,1.09.47,10
神駒馬靈,11/03/24,149,4 60-40,田日 C 1600,好快,44,,120,1106,澤,伍,6,5 5 4,3,1 1/4,1.34.67,加州動員,連連歡呼,▲,1.34.48,3.8
好精神,11/03/24,148,4 60-40,田日 C 1200,好快,51,,125,1088,明,葉,1,- 5 5,3,1 1/2,1.09.20,增強,包裝福星,▲,1.08.94,6.3
滿載歸來,11/03/24,147,5 40-0,田日 C 1800,好地,33,BT,129,1199,梁,容,7,9 8 6,3,3 3/4,1.48.86,竣誠駒,永勝金駒,▲,1.48.27,8.4
開心寶寶,10/30/24,146,3 80-60,谷夜 C6 1200,好地,70,T,130,1132,潘,呂,8,- 1 2,3,3/4,1.09.80,鈁糖武士,駿步騰飛,▲,1.09.67,3.5
勁好運,10/30/24,145,3 80-60,谷夜 C6 1650,好地,62,T,120,1089,潘,羅,2,6 5 6,3,1 3/4,1.40.00,大千眼界,太陽勇士,▲,1.39.73,1.9
快樂奇兵,10/30/24,144,4 60-40,谷夜 C6 1200,好地,45,X-B1H,121,1048,田,賀,4,- 6 7,3,1 1/4,1.10.63,凱旋升,飛雲,▲,1.10.45,17
智勇名駒,10/30/24,143,4 60-40,谷夜 C6 1650,好地,53,SWT,129,1181,森,呂,5,1 1 1,3,3/4,1.40.73,川河首駒,香港神駒,▲,1.40.59,5
天分高,10/30/24,142,5 40-0,谷夜 C6 1000,好地,37,PHT,125,1039,弘,柏,11,- 3 4,3,3/4,0.57.66,勝萬金,花好月盈,▲,0.57.51,10
決一劍,10/30/24,141,4 60-40,谷夜 C6 1200,好地,52,,127,1137,聲,廖,8,- 3 3,3,1,1.10.27,添喜運,加州得力,▲,1.10.09,14
凱旋七福,10/30/24,140,5 40-0,谷夜 C6 1650,好地,31,BT,126,1110,班,韋,1,5 5 4,3,2,1.40.98,贏科超影,雄昇勇士,▲,1.40.66,12
喜勝威龍,10/30/24,139,4 60-40,谷夜 C6 1650,好地,42,BT,117,1121,田,希,7,3 2 2,3,頸,1.40.36,健康之星,獎星,▲,1.40.31,5.7
精算暴雪,10/27/24,138,2 100-80,谷日 C3 1200,好地,87,P,125,1099,艾,蔡,10,- 9 6,3,1/2,1.09.40,合夥奔馳,幸運遇見,▲,1.09.31,5.9
連連幸運,10/27/24,137,3 80-60,谷日 C3 1000,好地,66,T1,123,1013,森,沈,8,- 2 3,3,1/2,0.57.06,馬力,雅典武士,▲,0.56.98,12
正氣青驅,10/27/24,136,3 80-60,谷日 C3 1200,好地,64,T,116,1177,鍾,東,6,- 7 5,3,3/4,1.09.90,競駿皇者,友愛心得,▲,1.09.79,6.4
超強六十,10/27/24,135,4 60-40,谷日 C3 1000,好地,44,T-P1H1,119,1050,度,柏,8,- 6 6,3,頸,0.57.48,中華威威,電路七號,▲,0.57.42,24
皇仁福星,10/27/24,134,4 60-40,谷日 C3 1800,好地,53,X,126,1145,明,伍,6,2 3 3,3,3 1/4,1.50.12,盈益善,符號,▲,1.49.61,10
電訊龍駒,10/27/24,133,4 60-40,谷日 C3 1200,好地,50,T,128,1104,紹,葉,1,- 6 5,3,頸,1.10.42,你知我得,智勝攻略,▲,1.10.36,8.1
翠湖烈風,10/27/24,132,4 60-40,谷日 C3 1200,好地,52,B1,128,1053,聲,賀,10,- 11 11,3,4,1.10.76,勇威神駒,競駿天下,▲,1.10.12,15
追風,10/27/24,131,4 60-40,谷日 C3 1650,好地,42,,119,1085,梁,羅,5,8 8 8,3,1 1/2,1.40.63,紅海勁,爆笑,▲,1.40.38,22
逐步贏,10/27/24,130,3 80-60,谷日 C3 1800,好地,60,CH,115,1164,明,伍,2,5 6 5,3,1 3/4,1.49.34,一支箭,赤馬雄風,▲,1.49.06,7
南區旺,10/27/24,129,5 40-0,谷日 C3 1200,好地,27,V-C1,119,1049,鍾,羅,2,- 5 4,3,2,1.10.55,辣得駕勢,飛躍精英,▲,1.10.22,7
天行健,10/23/24,128,3 80-60,泥夜  1200,好泥,61,BT,116,1047,綸,文,9,- 12 7,3,1 1/2,1.09.06,喜至寶,德心知遇,▲,1.08.82,17
奮鬥心,10/23/24,127,3 80-60,泥夜  1650,好泥,75,BNT,132,987,明,伍,9,9 8 10,3,1 3/4,1.40.07,都靈福星,堅闖,▲,1.39.80,29
澳華威威,10/23/24,126,4 60-40,泥夜  1200,好泥,48,SW,123,1013,度,賀,7,- 7 7,3,2 3/4,1.09.58,機械騎士,郎善好施,▲,1.09.12,8.4
快馬加鞭,10/23/24,125,4 60-40,泥夜  1200,好泥,40,T,116,1146,紹,巫,9,- 4 4,3,2 1/4,1.10.02,陽光寶貝,有派頭,▲,1.09.68,13
年年友福,10/23/24,124,4 60-40,泥夜  1650,好泥,53,B,128,1192,湯,鄭,8,6 7 7,3,3 1/4,1.39.89,堅有利,超旺財,▲,1.39.36,7.4
客家之光,10/23/24,123,4 60-40,泥夜  1650,好泥,49,SWT,125,1130,梁,沈,6,5 5 4,3,2,1.40.53,天威,歡喜福星,▲,1.40.21,3.4
逆市奇爸,10/23/24,122,5 40-0,泥夜  1200,好泥,32,SWT,128,1275,梁,容,12,- 7 8,3,1,1.10.43,醒目勇駒,世界籐王,▲,1.10.26,42
喜悅一生,10/23/24,121,5 40-0,泥夜  1800,好泥,23,BT,118,1161,澤,鄭,7,8 8 7,3,4 1/4,1.50.94,豐盛多彩,勝利同盟,▲,1.50.26,7.2
盈妍威楓,10/20/24,120,3 80-60,田日 B 1400,好快,74,B,132,1111,潘,伍,12,3 2 2,3,2 1/2,1.21.89,堅又威,信心星,▲,1.21.48,6.2
穿甲戰鷹,10/20/24,118,3 80-60,田日 B 1200,好快,61,H-X-,116,1126,森,廖,3,- 7 7,3,2 1/2,1.09.46,包裝天將,河好運,▲,1.09.09,11
加州星球,10/20/24,117,G2,田日 B 1200,好快,126,T,135,1201,艾,東,3,- 1 1,3,3,1.08.03,嘉應高昇,驕陽明駒,▲,1.07.57,9.3
哈羅威,10/20/24,116,4 60-40,田日 B 1200,好快,60,BX,135,1114,禮,呂,12,- 6 6,3,頸,1.09.25,手錶之星,熾烈神駒,▲,1.09.18,5.3
手機錶霸,10/20/24,115,2 100-80,田日 B 1600,好快,89,X,129,1199,布,呂,12,4 5 3,3,1 3/4,1.34.03,話你知,喜蓮勇感,▲,1.33.76,2.9
辣得金,10/20/24,114,4 60-40,田日 B 1200,好快,43,T,117,1060,明,伍,7,- 1 1,3,頸,1.09.14,英勇快車,非凡達,▲,1.09.09,40
極速贏,10/20/24,113,4 60-40,田日 B 1400,好快,59,,135,1180,布,容,3,6 8 6,3,2 1/2,1.22.32,智智多寶,凱旋幸運,▲,1.21.95,3
相映紅,10/20/24,112,4 60-40,田日 B 1400,好快,52,,127,1032,布,柏,1,5 5 5,3,3,1.21.98,超風速,保羅傳奇,▲,1.21.52,29
巴基之友,10/20/24,111,5 40-0,田日 B 1600,好快,36,PT,131,1060,潘,賢,3,10 10 9,3,2 3/4,1.35.25,青春力量,領航傳祺,▲,1.34.82,6.6
伊臣,10/16/24,110,3 80-60,谷夜 BC 1200,好快,69,V-T-,124,1147,明,姚,8,- 7 6,3,1/2,1.09.72,家樂龍駒,得道猴王,▲,1.09.65,18
爭金奪冠,10/16/24,109,3 80-60,谷夜 BC 1650,好快,69,SWHT,126,1030,田,巫,8,9 9 8,3,1 3/4,1.39.05,銀進,本領非凡,▲,1.38.79,5.3
添開心,10/16/24,108,3 80-60,谷夜 BC 1200,好快,66,CT,126,1166,潘,伍,7,- 8 6,3,2,1.09.75,勇敢巨星,多利彩駒,▲,1.09.43,1.9
美麗緣分,10/16/24,107,4 60-40,谷夜 BC 1200,好快,51,PHT,126,1170,禮,羅,8,- 6 5,3,2,1.09.55,椒椒醒,勇霸龍,▲,1.09.24,55
金運來,10/16/24,106,4 60-40,谷夜 BC 1200,好快,59,XT,135,1111,森,文,2,- 3 2,3,3/4,1.09.70,上校,納百川,▲,1.09.59,10
獎星,10/16/24,105,4 60-40,谷夜 BC 1650,好地,50,BT,125,1139,明,羅,5,9 10 11,3,1 1/2,1.39.94,得意佳作,領創動力,▲,1.39.68,5.7
銀刺勇士,10/16/24,104,4 60-40,谷夜 BC 1000,好地,48,NT,124,1087,度,柏,1,- 6 5,3,2 1/4,0.57.44,生生勝利,威武寶寶,▲,0.57.09,6.7
朗日雪峰,10/16/24,103,5 40-0,谷夜 BC 1200,好地,36,B,132,1246,艾,柏,3,- 4 3,3,1,1.10.28,木火龍駒,電子精彩,▲,1.10.12,3.9
華麗再勝,10/13/24,102,2 100-80,田日 A 1200,好快,87,T,121,1163,明,沈,10,- 7 6,3,1 1/2,1.08.53,氣勢,天天同樂,▲,1.08.29,8.4
駿奕快車,10/13/24,101,3 80-60,田日 A 1400,好快,74,SW,129,1127,梁,姚,11,8 7 7,3,3/4,1.21.82,鑽石星空,還看今朝,▲,1.21.71,6.9
騰龍四海,10/13/24,100,4 60-40,田日 A 1400,好快,49,B,124,1177,梁,文,13,1 1 1,3,1 1/4,1.21.81,紫荊歡呼,快活英雄,▲,1.21.62,9.7
禪勝輝煌,10/13/24,99,G2,田日 A 1600,好快,105,VX,115,1160,森,呂,9,2 2 2,3,1 1/2,1.33.75,錶之銀河,遨遊氣泡,▲,1.33.49,4.4
加州動員,10/13/24,98,4 60-40,田日 A 1600,好快,59,V-B2T,134,1050,艾,東,13,6 6 3,3,1 3/4,1.34.54,共享富裕,金獅勝將,▲,1.34.27,10
富國兄弟,10/13/24,97,4 60-40,田日 A 1200,好快,60,X,135,1107,潘,韋,7,- 5 3,3,3 1/2,1.09.42,佳運發,勇冠群英,▲,1.08.89,3.3
智勝龍,10/13/24,96,5 40-0,田日 A 1400,好快,40,X-SW1T,133,1266,梁,巫,4,7 7 6,3,頸,1.22.15,喜報圍家,精明選擇,▲,1.22.09,17
非惟僥倖,10/13/24,95,3 85-60,田日 A 2000,好快,80,PT,130,1182,禮,姚,6,1 1 1,3,短頭,2.01.46,又龍串鳳,十八掌門,▲,2.01.44,4.4
風生水起,10/13/24,94,3 80-60,田日 A 1200,好快,67,,125,1081,年,呂,7,- 4 5,3,2,1.08.86,耀寶,旭日昇,▲,1.08.58,23
?路盈樂,10/13/24,93,4 60-40,田日 A 1200,好快,52,,126,1138,潘,希,5,- 1 1,3,頸,1.09.47,錶之宇宙,至尊高超,▲,1.09.43,8.8
撼天鐵翼,10/09/24,92,3 80-60,谷夜 A 1200,好地,75,B,131,1161,班,韋,7,- 9 9,3,2 1/4,1.10.30,飲杯,精選威,▲,1.09.94,7.6
黑桃火箭,10/09/24,91,3 80-60,谷夜 A 1650,好地,66,XT,123,1166,度,柏,6,8 8 9,3,1 1/4,1.40.32,我做到,久久為攻,▲,1.40.12,6.8
你知我得,10/09/24,90,4 60-40,谷夜 A 1200,好地,45,T,121,1151,禮,姚,7,- 4 4,3,2 1/4,1.10.46,駿步騰飛,五福星,▲,1.10.12,5.3
開心樂園,10/09/24,89,4 60-40,谷夜 A 1200,好地,49,X,125,1225,禮,呂,3,- 2 2,3,頸,1.10.52,耀寶駒,智勝攻略,▲,1.10.49,6.8
怡昌精神,10/09/24,88,4 60-40,谷夜 A 1200,好地,51,HXT,126,1233,澤,沈,12,- 9 10,3,4 1/4,1.10.70,晨曦儷人,皇帝英明,▲,1.10.00,16
武林至尊,10/09/24,87,4 60-40,谷夜 A 1650,好地,50,BT,127,1066,田,希,3,7 8 6,3,6 1/2,1.40.63,勁好運,盈益善,▲,1.39.60,12
勝萬金,10/09/24,86,5 40-0,谷夜 A 1000,好地,40,HT,135,1036,潘,東,9,- 6 4,3,2 1/4,0.57.85,飛躍凱旋,連連勝利,▲,0.57.51,3.6
贏科超影,10/09/24,85,5 40-0,谷夜 A 1650,好地,28,BX,122,1003,紹,廖,6,8 7 6,3,1 1/4,1.42.14,喜勝威龍,架勢奇爸,▲,1.41.92,6.8
都靈福星,10/06/24,84,2 100-75,泥日  1650,好泥,76,CT,115,1137,度,伍,9,7 7 6,3,4 1/4,1.38.61,知足常樂,魅影獵飛,▲,1.37.94,8.7
開心寶寶,10/06/24,83,3 80-60,田日 A 1200,好快,69,T,128,1136,潘,呂,9,- 5 6,3,1/2,1.08.94,愛馬善,步大威猛,▲,1.08.83,1.9
糖不甩,10/06/24,82,4 60-40,田日 A 1400,好快,59,HT,135,1151,潘,巫,2,7 8 8,3,2 1/4,1.22.10,信心星,幸運芙蓉,▲,1.21.75,3.9
舉步生風,10/06/24,81,3 80-60,田日 A 1000,好快,68,T,124,1172,潘,葉,11,- 8 8,3,3/4,0.56.55,大老撾,寰宇豐采,▲,0.56.43,1.7
冠寶駒,10/06/24,80,4 60-40,田日 A 1400,好快,43,B-SW1T,119,1087,田,希,6,2 2 2,3,1/2,1.21.93,友瑩仁,但求開心,▲,1.21.85,8.6
太陽昇,10/06/24,79,4 60-40,田日 A 1200,好快,46,PHT,122,1136,紹,鄭,1,- 5 5,3,3,1.09.60,運高八斗,天天耍樂,▲,1.09.14,99
精彩勇士,10/06/24,78,4 60-40,田日 A 1000,好快,58,B,128,1203,弘,希,7,- 6 3,3,2 3/4,0.57.60,八仟財陞,辣得金,▲,0.57.17,1.9
歡喜福星,10/06/24,77,4 60-40,泥日  1650,好泥,46,HT,115,1029,弘,柏,5,1 1 1,3,3/4,1.39.83,年年友福,客家之光,▲,1.39.70,4.2
飛躍精英,10/06/24,76,5 40-0,田日 A 1400,好快,39,BHX,129,1084,布,賀,11,8 11 9,3,1 1/4,1.22.66,競駿天下,精明選擇,▲,1.22.47,8.8
永勝金駒,10/06/24,75,5 40-0,田日 A 1800,好快,36,B,129,1028,周,丁,5,8 8 8,3,3 3/4,1.48.08,富喜來,果然得,▲,1.47.49,16
魯班精神,10/01/24,74,3 80-60,田日 C 1400,好快,68,B,124,1195,班,丁,10,3 2 2,3,1,1.22.12,金勝名駒,壯志凌雲,▲,1.21.95,5.6
祝願,10/01/24,73,3 80-60,田日 C 1200,好快,63,,120,977,森,廖,4,- 8 7,3,1 1/4,1.09.64,包裝猛將,輝煌精英,▲,1.09.44,4.3
陽光勇士,10/01/24,72,2 100-80,田日 C 1400,好快,84,SWH,120,1105,周,姚,2,6 5 5,3,1 1/4,1.21.63,飛鷹翱翔,手機錶霸,▲,1.21.41,2.1
狀元及第,10/01/24,71,G3,田日 C 1000,好快,98,VT,115,1162,班,東,9,- 3 5,3,1 1/2,0.55.95,美麗第一,魔術控制,▲,0.55.72,24
慶萬家,10/01/24,70,4 60-40,田日 C 1800,好快,46,V,123,1061,綸,賢,2,10 8 7,3,1 1/2,1.47.96,國大合,一支箭,▲,1.47.74,14
元朗精英,10/01/24,69,4 60-40,田日 C 1400,好快,57,,128,1130,綸,文,2,9 9 10,3,3/4,1.22.10,觀天下,連連歡呼,▲,1.21.96,7.6
?路光驊,10/01/24,68,4 60-40,田日 C 1200,好快,45,,125,1176,梁,文,3,- 5 5,3,2,1.09.64,增強,手錶之星,▲,1.09.33,30
城中勇士,10/01/24,67,4 60-40,田日 C 1200,好快,45,T,123,1057,梁,沈,1,- 3 5,3,1/2,1.09.15,好精神,帥帥友福,▲,1.09.08,9.3
烈火駿馬,10/01/24,66,5 40-0,田日 C 1200,好快,37,T1B,130,1182,禮,姚,3,- 8 7,3,2 3/4,1.10.09,威力飛彈,洪運派彩,▲,1.09.65,3.8
無敵精英,10/01/24,65,5 40-0,田日 C 1400,好快,29,CT,122,1104,田,伍,4,7 6 7,3,1,1.22.25,星運皇爵,欣樂人生,▲,1.22.08,6.3
非凡之星,09/28/24,64,3 80-60,田日 C 1400,好地,63,HT,122,1023,森,賢,1,7 7 6,3,頸,1.22.09,盈妍威楓,風繼續吹,▲,1.22.03,17
將義,09/28/24,63,3 80-60,田日 C 1600,好地,72,,128,1092,潘,韋,3,4 4 4,3,1/2,1.34.38,和平波,遨遊武士,▲,1.34.28,3.9
佳運發,09/28/24,62,4 60-40,田日 C 1200,好地,60,T,135,1160,綸,希,10,- 1 2,3,1/2,1.09.53,哈羅威,熾烈神駒,▲,1.09.43,21
德薩斯,09/28/24,61,3 80-60,田日 C 1200,好地,68,T,124,1096,綸,賢,1,- 5 5,3,2 3/4,1.09.42,球星,天天同樂,▲,1.09.00,57
銀進,09/28/24,60,4 60-40,田日 C 1400,好地,60,HT,135,1099,聲,柏,6,8 9 10,3,頸,1.22.71,大將鵰神,博愛先鋒,▲,1.22.66,23
勁先生,09/28/24,59,4 60-40,田日 C 1400,好地,53,B,128,1131,班,賀,10,9 9 9,3,1 1/4,1.21.99,堅闖,綠族威,▲,1.21.81,5.5
宇宙動力,09/28/24,58,4 60-40,泥日  1200,好泥,41,B,116,1167,鍾,鄭,6,- 3 5,3,1 3/4,1.09.48,良駒好友,酷霸王,▲,1.09.22,9
鋒王,09/28/24,57,4 60-40,田日 C 1200,好地,44,BT,121,1137,顯,鄭,1,- 3 5,3,4 1/4,1.10.54,非凡達,怡昌奇兵,▲,1.09.87,79
高氣派,09/28/24,56,5 40-0,田日 C 1600,好地,32,BT,124,1025,鍾,徐,3,1 1 1,3,2 1/2,1.35.95,領航傳祺,喜報圍家,▲,1.35.55,8.7
高明力量,09/28/24,55,5 40-0,泥日  1200,好泥,35,T,131,1160,艾,葉,8,- 8 8,3,1 1/4,1.10.32,日日獎,星火燎原,▲,1.10.10,14
巴薩諾瓦,09/25/24,54,3 80-60,谷夜 C3 1000,好地,73,XT,132,1155,班,巫,3,- 4 3,3,1,0.57.14,紅逸舍,連連幸運,▲,0.56.96,6.1
飛雲,09/25/24,53,4 60-40,谷夜 C3 1200,好地,51,T,126,1070,布,柏,8,- 4 4,3,3/4,1.10.04,椒椒醒,新幹線,▲,1.09.92,6.7
魔法速遞,09/25/24,52,4 60-40,谷夜 C3 1650,好地,46,B,121,1074,禮,黎,8,7 6 7,3,2,1.40.33,黑桃火箭,勁好運,▲,1.40.01,17
爭金奪冠,09/25/24,51,3 80-60,谷夜 C3 1650,好地,68,SWHT,125,1028,田,巫,3,10 10 6,3,1 1/2,1.39.77,大千氣象,我做到,▲,1.39.55,5.9
